"MarkettypeID","TradingMonth","Portfolios","RiskPremium1","RiskPremium2","SMB1","SMB2","HML1","HML2","RMW1","RMW2","CMA1","CMA2"
"P9713","2015-07","2","-0.147333","-0.148333","-0.055933","-0.038358","0.016154","0.021960","0.031382","0.040193","-0.017044","-0.025613"
"P9713","2015-07","1","-0.147333","-0.148333","-0.047970","-0.031766","0.032487","0.036412","0.043981","0.062822","-0.025841","-0.037073"
"P9713","2015-07","3","-0.147333","-0.148333","-0.044540","-0.031468","-0.000046","0.003894","0.025024","0.029843","-0.015793","-0.019967"
"P9714","2015-07","1","-0.146333","-0.148333","-0.050531","-0.037360","0.029034","0.031563","0.049397","0.067533","-0.028586","-0.037054"
"P9714","2015-07","3","-0.146333","-0.148333","-0.046821","-0.036685","-0.002279","0.001497","0.025920","0.030385","-0.017297","-0.019583"
"P9714","2015-07","2","-0.146333","-0.148333","-0.058464","-0.044232","0.013690","0.018428","0.033732","0.042440","-0.017937","-0.024254"
"P9709","2015-08","3","-0.148125","-0.154125","0.005513","0.002208","-0.001366","-0.003151","0.005303","-0.000414","0.030971","0.030276"
"P9709","2015-08","2","-0.148125","-0.154125","0.001551","-0.002897","0.002735","0.000739","-0.003885","-0.008622","0.019348","0.021953"
"P9709","2015-08","1","-0.148125","-0.154125","0.002156","-0.001464","0.004630","-0.001466","-0.011405","-0.021828","0.045262","0.050879"
"P9713","2015-08","2","-0.143125","-0.148125","0.009154","0.006018","-0.002017","-0.006304","-0.001670","-0.007164","0.016025","0.018179"
"P9713","2015-08","3","-0.143125","-0.148125","0.012339","0.010034","-0.007372","-0.010778","0.006463","-0.000466","0.026174","0.024272"
"P9713","2015-08","1","-0.143125","-0.148125","0.008618","0.006273","-0.001295","-0.009665","-0.009064","-0.021085","0.039003","0.044800"
"P9714","2015-08","1","-0.148125","-0.154125","0.002156","-0.001464","0.004630","-0.001466","-0.011405","-0.021828","0.045262","0.050879"
"P9714","2015-08","3","-0.148125","-0.154125","0.005513","0.002208","-0.001366","-0.003151","0.005303","-0.000414","0.030971","0.030276"
"P9714","2015-08","2","-0.148125","-0.154125","0.001551","-0.002897","0.002735","0.000739","-0.003885","-0.008622","0.019348","0.021953"
"P9709","2015-09","3","-0.050125","-0.049125","0.042691","0.044641","-0.016161","-0.020570","0.015877","0.021689","-0.025814","-0.025505"
"P9709","2015-09","2","-0.050125","-0.049125","0.027757","0.026077","-0.008253","-0.017316","0.020751","0.019520","-0.033600","-0.030213"
"P9709","2015-09","1","-0.050125","-0.049125","0.028090","0.026358","-0.011577","-0.020801","0.033533","0.034995","-0.037729","-0.037432"
"P9713","2015-09","2","-0.053125","-0.054125","0.017941","0.013259","-0.006155","-0.014035","0.018810","0.016856","-0.029656","-0.024192"
"P9713","2015-09","1","-0.053125","-0.054125","0.019392","0.015074","-0.004264","-0.011488","0.031077","0.031678","-0.029725","-0.026762"
"P9713","2015-09","3","-0.053125","-0.054125","0.034528","0.035163","-0.014629","-0.018513","0.017053","0.024847","-0.020828","-0.019143"
"P9714","2015-09","2","-0.050125","-0.049125","0.027757","0.026077","-0.008253","-0.017316","0.020751","0.019520","-0.033600","-0.030213"
"P9714","2015-09","3","-0.050125","-0.049125","0.042691","0.044641","-0.016161","-0.020570","0.015877","0.021689","-0.025814","-0.025505"
"P9714","2015-09","1","-0.050125","-0.049125","0.028090","0.026358","-0.011577","-0.020801","0.033533","0.034995","-0.037729","-0.037432"
"P9709","2015-10","3","0.131083","0.140083","0.085267","0.085090","-0.045389","-0.042278","-0.048346","-0.046717","-0.000287","0.003881"
"P9709","2015-10","2","0.131083","0.140083","0.111393","0.105328","-0.055111","-0.056565","-0.049819","-0.051661","0.013698","0.018750"
"P9709","2015-10","1","0.131083","0.140083","0.102741","0.096961","-0.085776","-0.082688","-0.061055","-0.068095","0.021829","0.025227"
"P9713","2015-10","3","0.126083","0.133083","0.083661","0.083058","-0.046806","-0.043967","-0.042826","-0.040435","-0.000064","0.005588"
"P9713","2015-10","2","0.126083","0.133083","0.108069","0.100862","-0.056141","-0.057576","-0.045415","-0.047659","0.011115","0.017595"
"P9713","2015-10","1","0.126083","0.133083","0.100322","0.093654","-0.085586","-0.081319","-0.054129","-0.059669","0.018083","0.023723"
"P9714","2015-10","3","0.131083","0.140083","0.085267","0.085090","-0.045389","-0.042278","-0.048346","-0.046717","-0.000287","0.003881"
"P9714","2015-10","1","0.131083","0.140083","0.102741","0.096961","-0.085776","-0.082688","-0.061055","-0.068095","0.021829","0.025227"
"P9714","2015-10","2","0.131083","0.140083","0.111393","0.105328","-0.055111","-0.056565","-0.049819","-0.051661","0.013698","0.018750"
"P9709","2015-11","3","0.033083","0.043083","0.117195","0.113329","-0.022836","-0.028808","-0.019956","-0.021646","-0.009136","-0.016964"
"P9709","2015-11","2","0.033083","0.043083","0.119205","0.114829","-0.022466","-0.025022","-0.018587","-0.019313","-0.013315","-0.019649"
"P9709","2015-11","1","0.033083","0.043083","0.119323","0.115095","-0.032496","-0.034358","-0.020651","-0.019668","-0.002664","-0.011288"
"P9713","2015-11","1","0.028083","0.035083","0.112178","0.108849","-0.032073","-0.032300","-0.019381","-0.017801","0.005331","-0.004548"
"P9713","2015-11","2","0.028083","0.035083","0.111794","0.108204","-0.022030","-0.025339","-0.018029","-0.018609","-0.007385","-0.014818"
"P9713","2015-11","3","0.028083","0.035083","0.110295","0.108189","-0.020297","-0.027500","-0.018838","-0.020062","-0.002060","-0.011237"
"P9714","2015-11","1","0.033083","0.043083","0.119323","0.115095","-0.032496","-0.034358","-0.020651","-0.019668","-0.002664","-0.011288"
"P9714","2015-11","2","0.033083","0.043083","0.119205","0.114829","-0.022466","-0.025022","-0.018587","-0.019313","-0.013315","-0.019649"
"P9714","2015-11","3","0.033083","0.043083","0.117195","0.113329","-0.022836","-0.028808","-0.019956","-0.021646","-0.009136","-0.016964"
"P9709","2015-12","3","0.033083","0.032083","0.073143","0.066969","-0.016958","-0.013418","0.001947","0.003156","-0.000215","0.006119"
"P9709","2015-12","2","0.033083","0.032083","0.071625","0.061145","-0.024682","-0.024622","-0.001952","-0.006552","0.000415","0.006002"
"P9709","2015-12","1","0.033083","0.032083","0.072479","0.061937","-0.029157","-0.028838","0.000426","-0.004735","-0.003893","0.003528"
"P9713","2015-12","1","0.034083","0.035083","0.073238","0.062397","-0.034371","-0.033277","0.000587","-0.004618","-0.004155","0.003717"
"P9713","2015-12","2","0.034083","0.035083","0.072394","0.061675","-0.028371","-0.028514","-0.006139","-0.010620","-0.000793","0.004989"
"P9713","2015-12","3","0.034083","0.035083","0.073198","0.066780","-0.021425","-0.017759","-0.003285","-0.001667","-0.002803","0.003495"
"P9714","2015-12","1","0.033083","0.032083","0.072479","0.061937","-0.029157","-0.028838","0.000426","-0.004735","-0.003893","0.003528"
"P9714","2015-12","3","0.033083","0.032083","0.073143","0.066969","-0.016958","-0.013418","0.001947","0.003156","-0.000215","0.006119"
"P9714","2015-12","2","0.033083","0.032083","0.071625","0.061145","-0.024682","-0.024622","-0.001952","-0.006552","0.000415","0.006002"
"P9709","2016-01","3","-0.242917","-0.250917","-0.037866","-0.035234","0.028362","0.024958","0.030977","0.026748","0.012374","0.008614"
"P9709","2016-01","2","-0.242917","-0.250917","-0.063738","-0.059296","0.043386","0.039121","0.032407","0.026619","0.001842","0.000473"
"P9709","2016-01","1","-0.242917","-0.250917","-0.055218","-0.051640","0.056433","0.048413","0.051700","0.041754","-0.012024","-0.010574"
"P9713","2016-01","2","-0.235917","-0.242917","-0.060647","-0.055788","0.041321","0.036285","0.027548","0.020532","-0.000546","-0.002454"
"P9713","2016-01","1","-0.235917","-0.242917","-0.052082","-0.048086","0.054908","0.045956","0.045107","0.034040","-0.015449","-0.015081"
"P9713","2016-01","3","-0.235917","-0.242917","-0.036932","-0.032880","0.025878","0.022228","0.025085","0.019882","0.006495","0.001649"
"P9714","2016-01","1","-0.242917","-0.250917","-0.055218","-0.051640","0.056433","0.048413","0.051700","0.041754","-0.012024","-0.010574"
"P9714","2016-01","2","-0.242917","-0.250917","-0.063738","-0.059296","0.043386","0.039121","0.032407","0.026619","0.001842","0.000473"
"P9714","2016-01","3","-0.242917","-0.250917","-0.037866","-0.035234","0.028362","0.024958","0.030977","0.026748","0.012374","0.008614"
"P9709","2016-02","3","-0.026917","-0.028917","-0.001985","-0.002690","0.012043","0.008355","-0.000298","0.000623","0.006907","0.006207"
"P9709","2016-02","2","-0.026917","-0.028917","0.000810","-0.001501","0.010053","0.006707","-0.001214","-0.002758","0.008779","0.007962"
"P9709","2016-02","1","-0.026917","-0.028917","0.000903","-0.001798","0.012775","0.008927","-0.002499","-0.006558","0.021051","0.018732"
"P9713","2016-02","3","-0.023917","-0.024917","0.004177","0.004027","0.009731","0.005318","0.001193","0.001359","0.001818","-0.000817"
"P9713","2016-02","2","-0.023917","-0.024917","0.006461","0.004930","0.007467","0.003194","0.001039","-0.001262","0.004197","0.002663"
"P9713","2016-02","1","-0.023917","-0.024917","0.005799","0.004073","0.008931","0.003881","-0.003030","-0.008338","0.016579","0.013313"
"P9714","2016-02","1","-0.026917","-0.028917","0.000903","-0.001798","0.012775","0.008927","-0.002499","-0.006558","0.021051","0.018732"
"P9714","2016-02","2","-0.026917","-0.028917","0.000810","-0.001501","0.010053","0.006707","-0.001214","-0.002758","0.008779","0.007962"
"P9714","2016-02","3","-0.026917","-0.028917","-0.001985","-0.002690","0.012043","0.008355","-0.000298","0.000623","0.006907","0.006207"
"P9709","2016-03","3","0.134083","0.140083","0.059436","0.060288","-0.040248","-0.037777","-0.018562","-0.011384","-0.020321","-0.017278"
"P9709","2016-03","2","0.134083","0.140083","0.070839","0.070797","-0.052940","-0.050171","-0.018339","-0.010941","-0.019080","-0.017932"
"P9709","2016-03","1","0.134083","0.140083","0.067517","0.067953","-0.059500","-0.052514","-0.016747","-0.001235","-0.025139","-0.024495"
"P9713","2016-03","1","0.128083","0.132083","0.063972","0.064596","-0.061367","-0.053462","-0.009566","0.008132","-0.021520","-0.019704"
"P9713","2016-03","3","0.128083","0.132083","0.057875","0.058253","-0.040140","-0.037612","-0.014558","-0.005263","-0.017756","-0.014079"
"P9713","2016-03","2","0.128083","0.132083","0.067295","0.066953","-0.051388","-0.047771","-0.014570","-0.005688","-0.017793","-0.016107"
"P9714","2016-03","2","0.134083","0.140083","0.070839","0.070797","-0.052940","-0.050171","-0.018339","-0.010941","-0.019080","-0.017932"
"P9714","2016-03","3","0.134083","0.140083","0.059436","0.060288","-0.040248","-0.037777","-0.018562","-0.011384","-0.020321","-0.017278"
"P9714","2016-03","1","0.134083","0.140083","0.067517","0.067953","-0.059500","-0.052514","-0.016747","-0.001235","-0.025139","-0.024495"
"P9709","2016-04","3","-0.021917","-0.022917","0.039743","0.033064","0.003408","0.004318","0.004374","0.004106","0.013290","0.017574"
"P9709","2016-04","2","-0.021917","-0.022917","0.035359","0.027267","0.004871","0.003024","0.002608","0.000107","0.012064","0.016906"
"P9709","2016-04","1","-0.021917","-0.022917","0.035314","0.027913","0.001714","-0.001175","0.000128","-0.000146","0.014908","0.019635"
"P9713","2016-04","3","-0.020917","-0.022917","0.040397","0.032687","0.002553","0.003102","0.003452","0.002154","0.011534","0.016542"
"P9713","2016-04","1","-0.020917","-0.022917","0.036719","0.028975","0.001483","-0.001910","-0.001166","-0.001100","0.013484","0.018322"
"P9713","2016-04","2","-0.020917","-0.022917","0.037046","0.028536","0.003961","0.001553","0.002059","-0.001361","0.010674","0.015978"
"P9714","2016-04","3","-0.021917","-0.022917","0.039743","0.033064","0.003408","0.004318","0.004374","0.004106","0.013290","0.017574"
"P9714","2016-04","2","-0.021917","-0.022917","0.035359","0.027267","0.004871","0.003024","0.002608","0.000107","0.012064","0.016906"
"P9714","2016-04","1","-0.021917","-0.022917","0.035314","0.027913","0.001714","-0.001175","0.000128","-0.000146","0.014908","0.019635"
"P9709","2016-05","3","-0.002917","-0.002917","-0.021721","-0.016953","-0.004386","-0.003112","0.003061","0.005969","-0.006524","-0.006225"
"P9709","2016-05","2","-0.002917","-0.002917","-0.024238","-0.017836","0.002300","0.003555","0.004679","0.009785","-0.013114","-0.012777"
"P9709","2016-05","1","-0.002917","-0.002917","-0.025878","-0.019251","0.004454","0.006301","0.008705","0.016728","-0.022462","-0.022520"
"P9713","2016-05","2","-0.004917","-0.006917","-0.031430","-0.026161","0.002836","0.003590","0.005360","0.010301","-0.010452","-0.010279"
"P9713","2016-05","1","-0.004917","-0.006917","-0.032849","-0.027119","0.002683","0.004594","0.009558","0.017115","-0.017419","-0.017500"
"P9713","2016-05","3","-0.004917","-0.006917","-0.027254","-0.023369","-0.003080","-0.002560","0.005330","0.008145","-0.002127","-0.001937"
"P9714","2016-05","2","-0.002917","-0.002917","-0.024238","-0.017836","0.002300","0.003555","0.004679","0.009785","-0.013114","-0.012777"
"P9714","2016-05","3","-0.002917","-0.002917","-0.021721","-0.016953","-0.004386","-0.003112","0.003061","0.005969","-0.006524","-0.006225"
"P9714","2016-05","1","-0.002917","-0.002917","-0.025878","-0.019251","0.004454","0.006301","0.008705","0.016728","-0.022462","-0.022520"
"P9709","2016-06","3","0.021083","0.027083","0.047863","0.047923","-0.021281","-0.017925","-0.009382","-0.006673","-0.016597","-0.010296"
"P9709","2016-06","2","0.021083","0.027083","0.053916","0.053260","-0.014721","-0.011905","-0.006397","-0.005101","-0.011938","-0.006413"
"P9709","2016-06","1","0.021083","0.027083","0.051792","0.051587","-0.011581","-0.007693","-0.013486","-0.011136","-0.017669","-0.011433"
"P9713","2016-06","2","0.017083","0.022083","0.044091","0.041528","-0.013231","-0.009681","-0.004905","-0.002343","-0.006986","0.000094"
"P9713","2016-06","3","0.017083","0.022083","0.039757","0.037480","-0.020065","-0.015534","-0.006548","-0.003022","-0.010809","-0.002446"
"P9713","2016-06","1","0.017083","0.022083","0.042399","0.040430","-0.012014","-0.007647","-0.007443","-0.005170","-0.011484","-0.004730"
"P9714","2016-06","1","0.021083","0.027083","0.051792","0.051587","-0.011581","-0.007693","-0.013486","-0.011136","-0.017669","-0.011433"
"P9714","2016-06","2","0.021083","0.027083","0.053916","0.053260","-0.014721","-0.011905","-0.006397","-0.005101","-0.011938","-0.006413"
"P9714","2016-06","3","0.021083","0.027083","0.047863","0.047923","-0.021281","-0.017925","-0.009382","-0.006673","-0.016597","-0.010296"
"P9709","2016-07","3","0.015083","0.009083","-0.026118","-0.026293","0.025057","0.027027","0.014139","0.015141","0.016527","0.019838"
"P9709","2016-07","2","0.015083","0.009083","-0.030326","-0.032709","0.022313","0.024236","0.007852","0.006845","0.014105","0.016035"
"P9709","2016-07","1","0.015083","0.009083","-0.027215","-0.029788","0.036293","0.037112","0.010552","0.007323","0.014946","0.017528"
"P9713","2016-07","2","0.020083","0.017083","-0.023137","-0.024120","0.017682","0.020176","0.009000","0.007620","0.009224","0.010363"
"P9713","2016-07","3","0.020083","0.017083","-0.020154","-0.018901","0.021220","0.024141","0.013173","0.013819","0.011625","0.014733"
"P9713","2016-07","1","0.020083","0.017083","-0.020447","-0.021691","0.030251","0.031099","0.012307","0.010438","0.006096","0.007189"
"P9714","2016-07","2","0.015083","0.009083","-0.030326","-0.032709","0.022313","0.024236","0.007852","0.006845","0.014105","0.016035"
"P9714","2016-07","3","0.015083","0.009083","-0.026118","-0.026293","0.025057","0.027027","0.014139","0.015141","0.016527","0.019838"
"P9714","2016-07","1","0.015083","0.009083","-0.027215","-0.029788","0.036293","0.037112","0.010552","0.007323","0.014946","0.017528"
"P9709","2016-08","3","0.040083","0.040083","0.027203","0.027249","0.005173","0.006288","-0.000226","-0.002920","-0.001235","-0.001459"
"P9709","2016-08","2","0.040083","0.040083","0.024510","0.023734","0.009014","0.010282","-0.000924","-0.002519","-0.002699","-0.002967"
"P9709","2016-08","1","0.040083","0.040083","0.023641","0.022814","0.006373","0.008310","-0.005154","-0.007656","-0.002720","-0.001809"
"P9713","2016-08","2","0.039083","0.039083","0.024230","0.022212","0.005037","0.004574","-0.001530","-0.003765","-0.002693","-0.002049"
"P9713","2016-08","1","0.039083","0.039083","0.023021","0.021223","0.001122","0.000924","-0.006849","-0.009351","-0.001466","0.000777"
"P9713","2016-08","3","0.039083","0.039083","0.026882","0.026377","0.001271","0.001668","-0.001419","-0.003833","-0.000421","-0.000403"
"P9714","2016-08","2","0.040083","0.040083","0.024510","0.023734","0.009014","0.010282","-0.000924","-0.002519","-0.002699","-0.002967"
"P9714","2016-08","3","0.040083","0.040083","0.027203","0.027249","0.005173","0.006288","-0.000226","-0.002920","-0.001235","-0.001459"
"P9714","2016-08","1","0.040083","0.040083","0.023641","0.022814","0.006373","0.008310","-0.005154","-0.007656","-0.002720","-0.001809"
"P9709","2016-09","3","-0.020917","-0.023917","0.032154","0.030345","0.004539","0.005174","0.006258","0.005644","0.014283","0.013479"
"P9709","2016-09","1","-0.020917","-0.023917","0.031683","0.028034","-0.000571","-0.003244","-0.005702","-0.010103","0.013197","0.012463"
"P9709","2016-09","2","-0.020917","-0.023917","0.030356","0.026788","-0.001040","-0.001443","0.000190","-0.002541","0.013516","0.012595"
"P9713","2016-09","3","-0.019917","-0.022917","0.034048","0.032560","0.002706","0.003438","0.004506","0.003164","0.013014","0.011702"
"P9713","2016-09","1","-0.019917","-0.022917","0.035525","0.032313","-0.004188","-0.005740","-0.007746","-0.011650","0.013115","0.011954"
"P9713","2016-09","2","-0.019917","-0.022917","0.034355","0.031228","-0.004029","-0.003673","-0.001391","-0.004144","0.012967","0.011513"
"P9714","2016-09","3","-0.020917","-0.023917","0.032154","0.030345","0.004539","0.005174","0.006258","0.005644","0.014283","0.013479"
"P9714","2016-09","2","-0.020917","-0.023917","0.030356","0.026788","-0.001040","-0.001443","0.000190","-0.002541","0.013516","0.012595"
"P9714","2016-09","1","-0.020917","-0.023917","0.031683","0.028034","-0.000571","-0.003244","-0.005702","-0.010103","0.013197","0.012463"
"P9709","2016-10","2","0.027083","0.029083","0.014867","0.016617","0.002415","0.004766","-0.008412","-0.009345","0.011935","0.011244"
"P9709","2016-10","1","0.027083","0.029083","0.015879","0.017828","0.005562","0.010627","-0.013389","-0.014549","0.012586","0.012402"
"P9709","2016-10","3","0.027083","0.029083","0.008966","0.010800","0.009213","0.009420","-0.009509","-0.011126","0.007280","0.008275"
"P9713","2016-10","1","0.026083","0.027083","0.015937","0.016714","0.003360","0.008190","-0.011456","-0.013400","0.010521","0.011853"
"P9713","2016-10","2","0.026083","0.027083","0.015055","0.015395","0.002477","0.004935","-0.006894","-0.007791","0.010161","0.010220"
"P9713","2016-10","3","0.026083","0.027083","0.011033","0.011895","0.009843","0.010026","-0.008108","-0.009222","0.006994","0.008620"
"P9714","2016-10","3","0.027083","0.029083","0.008966","0.010800","0.009213","0.009420","-0.009509","-0.011126","0.007280","0.008275"
"P9714","2016-10","2","0.027083","0.029083","0.014867","0.016617","0.002415","0.004766","-0.008412","-0.009345","0.011935","0.011244"
"P9714","2016-10","1","0.027083","0.029083","0.015879","0.017828","0.005562","0.010627","-0.013389","-0.014549","0.012586","0.012402"
"P9709","2016-11","3","0.043083","0.040083","-0.013789","-0.009528","0.018426","0.016352","0.002230","0.000918","0.008244","0.011875"
"P9709","2016-11","1","0.043083","0.040083","-0.009314","-0.004820","0.023246","0.020545","0.003999","0.003011","0.014738","0.019280"
"P9709","2016-11","2","0.043083","0.040083","-0.010862","-0.006635","0.015493","0.015463","0.000713","0.001017","0.008013","0.011736"
"P9713","2016-11","3","0.043083","0.040083","-0.017355","-0.013611","0.017831","0.015305","0.002174","0.000705","0.006735","0.010684"
"P9713","2016-11","2","0.043083","0.040083","-0.015472","-0.011675","0.014562","0.013407","0.000931","0.000540","0.005827","0.010102"
"P9713","2016-11","1","0.043083","0.040083","-0.013666","-0.009536","0.024282","0.019970","0.005588","0.004133","0.013470","0.018710"
"P9714","2016-11","3","0.043083","0.040083","-0.013789","-0.009528","0.018426","0.016352","0.002230","0.000918","0.008244","0.011875"
"P9714","2016-11","1","0.043083","0.040083","-0.009314","-0.004820","0.023246","0.020545","0.003999","0.003011","0.014738","0.019280"
"P9714","2016-11","2","0.043083","0.040083","-0.010862","-0.006635","0.015493","0.015463","0.000713","0.001017","0.008013","0.011736"
"P9709","2016-12","2","-0.048917","-0.054917","0.015077","0.008337","0.014304","0.012472","0.000775","-0.002700","0.028687","0.031698"
"P9709","2016-12","3","-0.048917","-0.054917","0.022774","0.017888","0.019064","0.018447","0.008550","0.008710","0.027201","0.030811"
"P9709","2016-12","1","-0.048917","-0.054917","0.016406","0.010147","0.017226","0.014056","-0.000841","-0.006050","0.054484","0.055325"
"P9713","2016-12","2","-0.044917","-0.049917","0.023397","0.016618","0.006322","0.002614","-0.000940","-0.006699","0.023269","0.027279"
"P9713","2016-12","1","-0.044917","-0.049917","0.023984","0.017632","0.005879","0.000954","-0.000789","-0.008528","0.047552","0.049433"
"P9713","2016-12","3","-0.044917","-0.049917","0.028906","0.024532","0.011469","0.009290","0.004980","0.004530","0.020898","0.025020"
"P9714","2016-12","3","-0.048917","-0.054917","0.022774","0.017888","0.019064","0.018447","0.008550","0.008710","0.027201","0.030811"
"P9714","2016-12","1","-0.048917","-0.054917","0.016406","0.010147","0.017226","0.014056","-0.000841","-0.006050","0.054484","0.055325"
"P9714","2016-12","2","-0.048917","-0.054917","0.015077","0.008337","0.014304","0.012472","0.000775","-0.002700","0.028687","0.031698"
"P9709","2017-01","1","0.013083","0.003083","-0.048122","-0.047504","0.036641","0.032954","0.008927","0.006288","0.026640","0.028997"
"P9709","2017-01","3","0.013083","0.003083","-0.041105","-0.040507","0.029687","0.027242","0.008270","0.009125","0.017687","0.019563"
"P9709","2017-01","2","0.013083","0.003083","-0.048297","-0.047756","0.030259","0.027373","0.006271","0.004410","0.012372","0.014474"
"P9713","2017-01","2","0.017083","0.008083","-0.045147","-0.044059","0.030109","0.027024","0.007871","0.006451","0.008941","0.010397"
"P9713","2017-01","3","0.017083","0.008083","-0.038209","-0.036946","0.029166","0.026617","0.008876","0.009820","0.014532","0.016229"
"P9713","2017-01","1","0.017083","0.008083","-0.044675","-0.043476","0.035542","0.031370","0.013597","0.012120","0.021992","0.023817"
"P9714","2017-01","1","0.013083","0.003083","-0.048122","-0.047504","0.036641","0.032954","0.008927","0.006288","0.026640","0.028997"
"P9714","2017-01","2","0.013083","0.003083","-0.048297","-0.047756","0.030259","0.027373","0.006271","0.004410","0.012372","0.014474"
"P9714","2017-01","3","0.013083","0.003083","-0.041105","-0.040507","0.029687","0.027242","0.008270","0.009125","0.017687","0.019563"
"P9709","2017-02","3","0.025083","0.033083","0.011126","0.013744","0.000523","-0.002501","-0.007759","-0.008874","-0.004319","-0.000851"
"P9709","2017-02","2","0.025083","0.033083","0.016332","0.019156","-0.003847","-0.007881","-0.007492","-0.009719","-0.004321","-0.000255"
"P9709","2017-02","1","0.025083","0.033083","0.016880","0.019912","-0.000392","-0.008961","-0.009451","-0.012436","-0.007142","-0.000807"
"P9713","2017-02","2","0.024083","0.032083","0.015251","0.019252","-0.002058","-0.007633","-0.006501","-0.009469","-0.004228","-0.000266"
"P9713","2017-02","3","0.024083","0.032083","0.009627","0.013308","0.001995","-0.001619","-0.006531","-0.007641","-0.005097","-0.001506"
"P9713","2017-02","1","0.024083","0.032083","0.015928","0.020005","0.002019","-0.008753","-0.008074","-0.011878","-0.009122","-0.002367"
"P9714","2017-02","2","0.025083","0.033083","0.016332","0.019156","-0.003847","-0.007881","-0.007492","-0.009719","-0.004321","-0.000255"
"P9714","2017-02","1","0.025083","0.033083","0.016880","0.019912","-0.000392","-0.008961","-0.009451","-0.012436","-0.007142","-0.000807"
"P9714","2017-02","3","0.025083","0.033083","0.011126","0.013744","0.000523","-0.002501","-0.007759","-0.008874","-0.004319","-0.000851"
"P9709","2017-03","2","-0.005917","-0.007917","-0.019777","-0.016584","0.008153","0.008473","0.025008","0.025436","-0.011249","-0.008674"
"P9709","2017-03","1","-0.005917","-0.007917","-0.017833","-0.014441","0.015719","0.015274","0.033697","0.034540","-0.018822","-0.017942"
"P9709","2017-03","3","-0.005917","-0.007917","-0.016036","-0.013876","0.004747","0.004811","0.024085","0.025115","-0.008675","-0.004516"
"P9713","2017-03","2","-0.005917","-0.006917","-0.020229","-0.017561","0.008689","0.008180","0.025797","0.025740","-0.013507","-0.011380"
"P9713","2017-03","3","-0.005917","-0.006917","-0.015535","-0.013300","0.005769","0.005711","0.024744","0.025452","-0.011117","-0.007273"
"P9713","2017-03","1","-0.005917","-0.006917","-0.018251","-0.015398","0.014440","0.013466","0.034505","0.034304","-0.019899","-0.019489"
"P9714","2017-03","2","-0.005917","-0.007917","-0.019777","-0.016584","0.008153","0.008473","0.025008","0.025436","-0.011249","-0.008674"
"P9714","2017-03","3","-0.005917","-0.007917","-0.016036","-0.013876","0.004747","0.004811","0.024085","0.025115","-0.008675","-0.004516"
"P9714","2017-03","1","-0.005917","-0.007917","-0.017833","-0.014441","0.015719","0.015274","0.033697","0.034540","-0.018822","-0.017942"
"P9709","2017-04","2","-0.021917","-0.026917","-0.049379","-0.049516","0.022976","0.025123","0.039290","0.039406","-0.022863","-0.023364"
"P9709","2017-04","1","-0.021917","-0.026917","-0.049279","-0.049300","0.035797","0.038249","0.049742","0.053548","-0.020153","-0.021729"
"P9709","2017-04","3","-0.021917","-0.026917","-0.039764","-0.040797","0.024602","0.024406","0.035493","0.036695","-0.021870","-0.021101"
"P9713","2017-04","3","-0.019917","-0.024917","-0.040262","-0.039372","0.025239","0.026051","0.032231","0.033810","-0.021078","-0.022062"
"P9713","2017-04","1","-0.019917","-0.024917","-0.049429","-0.048919","0.034774","0.035864","0.047343","0.050206","-0.020171","-0.024759"
"P9713","2017-04","2","-0.019917","-0.024917","-0.050061","-0.049507","0.022799","0.024373","0.035795","0.035945","-0.021696","-0.024529"
"P9714","2017-04","1","-0.021917","-0.026917","-0.049279","-0.049300","0.035797","0.038249","0.049742","0.053548","-0.020153","-0.021729"
"P9714","2017-04","3","-0.021917","-0.026917","-0.039764","-0.040797","0.024602","0.024406","0.035493","0.036695","-0.021870","-0.021101"
"P9714","2017-04","2","-0.021917","-0.026917","-0.049379","-0.049516","0.022976","0.025123","0.039290","0.039406","-0.022863","-0.023364"
"P9709","2017-05","1","-0.010917","-0.021917","-0.059041","-0.058861","0.052292","0.052349","0.046971","0.047887","-0.017677","-0.016347"
"P9709","2017-05","3","-0.010917","-0.021917","-0.038085","-0.039007","0.025086","0.028773","0.027516","0.026166","-0.003443","-0.002298"
"P9709","2017-05","2","-0.010917","-0.021917","-0.060172","-0.059677","0.043585","0.044568","0.029303","0.028451","-0.019903","-0.017371"
"P9713","2017-05","3","-0.008917","-0.018917","-0.041923","-0.043300","0.027146","0.031627","0.028554","0.027287","-0.002864","-0.001964"
"P9713","2017-05","2","-0.008917","-0.018917","-0.064189","-0.063922","0.045257","0.048118","0.030381","0.030876","-0.020756","-0.018714"
"P9713","2017-05","1","-0.008917","-0.018917","-0.062878","-0.062655","0.057387","0.059053","0.047911","0.050230","-0.015535","-0.015352"
"P9714","2017-05","1","-0.010917","-0.021917","-0.059041","-0.058861","0.052292","0.052349","0.046971","0.047887","-0.017677","-0.016347"
"P9714","2017-05","2","-0.010917","-0.021917","-0.060172","-0.059677","0.043585","0.044568","0.029303","0.028451","-0.019903","-0.017371"
"P9714","2017-05","3","-0.010917","-0.021917","-0.038085","-0.039007","0.025086","0.028773","0.027516","0.026166","-0.003443","-0.002298"
"P9709","2017-06","1","0.038083","0.037083","-0.009549","-0.008653","-0.013224","-0.015008","-0.003184","-0.003056","-0.012710","-0.012444"
