stock_code,sw_l1_industry_name,sw_l1_industry_name_eng
600789,医药生物,Health Care
600790,商业贸易,Commerce
600791,房地产,Real Estate
600792,采掘,Mining
600793,轻工制造,Light-industry Manufacturing
600794,交通运输,Transportation
600795,公用事业,Utilities
600796,医药生物,Health Care
600797,计算机,Computer
600798,交通运输,Transportation
600800,计算机,Computer
600801,建筑材料,Construction Materials
600802,建筑材料,Construction Materials
600803,公用事业,Utilities
600804,通信,Telecommunication
600805,综合,Conglomerate
600807,房地产,Real Estate
600808,钢铁,Steel
600809,食品饮料,Food and Beverage
600810,化工,Chemicals
600811,综合,Conglomerate
600812,医药生物,Health Care
600814,商业贸易,Commerce
600815,机械设备,Machinery Equipment
600816,非银金融,Non-bank Finance
600817,综合,Conglomerate
600818,综合,Conglomerate
600819,建筑材料,Construction Materials
600820,建筑装饰,Construction Decoration
600821,商业贸易,Commerce
600822,商业贸易,Commerce
600823,房地产,Real Estate
600824,纺织服装,Textile and Apparel
600825,传媒,Media
600826,商业贸易,Commerce
600827,商业贸易,Commerce
600828,商业贸易,Commerce
600829,医药生物,Health Care
600830,非银金融,Non-bank Finance
600831,传媒,Media
600833,医药生物,Health Care
600834,交通运输,Transportation
600835,机械设备,Machinery Equipment
600836,轻工制造,Light-industry Manufacturing
600837,非银金融,Non-bank Finance
600838,商业贸易,Commerce
600839,家用电器,Household Appliances
600841,机械设备,Machinery Equipment
600843,机械设备,Machinery Equipment
600844,化工,Chemicals
600845,计算机,Computer
600846,建筑装饰,Construction Decoration
600847,电气设备,Electrical Equipment
600848,房地产,Real Estate
600850,计算机,Computer
600851,医药生物,Health Care
600853,建筑装饰,Construction Decoration
600854,家用电器,Household Appliances
600855,计算机,Computer
600856,公用事业,Utilities
600857,商业贸易,Commerce
600858,商业贸易,Commerce
600859,商业贸易,Commerce
600860,机械设备,Machinery Equipment
600861,商业贸易,Commerce
600862,国防军工,Military
600863,公用事业,Utilities
600864,非银金融,Non-bank Finance
600865,商业贸易,Commerce
600866,食品饮料,Food and Beverage
600867,医药生物,Health Care
600868,公用事业,Utilities
600869,电气设备,Electrical Equipment
600870,商业贸易,Commerce
600871,采掘,Mining
600872,食品饮料,Food and Beverage
600873,农林牧渔,Agriculture
600874,公用事业,Utilities
600875,电气设备,Electrical Equipment
600876,建筑材料,Construction Materials
600877,汽车,Automobile
600879,国防军工,Military
600880,传媒,Media
600881,建筑材料,Construction Materials
600882,食品饮料,Food and Beverage
600883,建筑材料,Construction Materials
600884,电子,Electronics
600885,电气设备,Electrical Equipment
600886,公用事业,Utilities
600887,食品饮料,Food and Beverage
600888,有色金属,Nonferrous Metal
600889,化工,Chemicals
600890,房地产,Real Estate
600891,轻工制造,Light-industry Manufacturing
600892,传媒,Media
600893,国防军工,Military
600894,机械设备,Machinery Equipment
600895,房地产,Real Estate
600896,医药生物,Health Care
600897,交通运输,Transportation
600898,商业贸易,Commerce
600900,公用事业,Utilities
600901,非银金融,Non-bank Finance
600903,公用事业,Utilities
600908,银行,Banking
600909,非银金融,Non-bank Finance
600917,公用事业,Utilities
600918,非银金融,Non-bank Finance
600919,银行,Banking
600926,银行,Banking
600928,银行,Banking
600929,化工,Chemicals
600933,汽车,Automobile
600936,传媒,Media
600939,建筑装饰,Construction Decoration
600956,公用事业,Utilities
600958,非银金融,Non-bank Finance
600959,传媒,Media
600960,汽车,Automobile
600961,有色金属,Nonferrous Metal
600962,农林牧渔,Agriculture
600963,轻工制造,Light-industry Manufacturing
600965,休闲服务,Leisure Services
600966,轻工制造,Light-industry Manufacturing
600967,国防军工,Military
600968,采掘,Mining
600969,公用事业,Utilities
600970,建筑装饰,Construction Decoration
600971,采掘,Mining
600973,电气设备,Electrical Equipment
600975,农林牧渔,Agriculture
600976,医药生物,Health Care
600977,传媒,Media
600978,轻工制造,Light-industry Manufacturing
600979,公用事业,Utilities
600980,有色金属,Nonferrous Metal
600981,商业贸易,Commerce
600982,公用事业,Utilities
600983,家用电器,Household Appliances
600984,机械设备,Machinery Equipment
600985,采掘,Mining
600986,传媒,Media
600987,纺织服装,Textile and Apparel
600988,有色金属,Nonferrous Metal
600989,化工,Chemicals
600990,国防军工,Military
600992,机械设备,Machinery Equipment
600993,医药生物,Health Care
600995,公用事业,Utilities
600996,传媒,Media
600997,采掘,Mining
600998,医药生物,Health Care
600999,非银金融,Non-bank Finance
601000,交通运输,Transportation
601001,采掘,Mining
601002,机械设备,Machinery Equipment
601003,钢铁,Steel
601005,钢铁,Steel
601006,交通运输,Transportation
601007,休闲服务,Leisure Services
601008,交通运输,Transportation
601009,银行,Banking
601010,商业贸易,Commerce
601011,采掘,Mining
601012,电气设备,Electrical Equipment
601015,采掘,Mining
601016,公用事业,Utilities
601018,交通运输,Transportation
601019,传媒,Media
601020,有色金属,Nonferrous Metal
601021,交通运输,Transportation
601028,机械设备,Machinery Equipment
601038,机械设备,Machinery Equipment
601058,化工,Chemicals
601066,非银金融,Non-bank Finance
601068,建筑装饰,Construction Decoration
601069,有色金属,Nonferrous Metal
601077,银行,Banking
601086,商业贸易,Commerce
601088,采掘,Mining
601098,传媒,Media
601099,非银金融,Non-bank Finance
601100,机械设备,Machinery Equipment
601101,采掘,Mining
601106,机械设备,Machinery Equipment
601107,交通运输,Transportation
601108,非银金融,Non-bank Finance
601111,交通运输,Transportation
601113,商业贸易,Commerce
601116,商业贸易,Commerce
601117,建筑装饰,Construction Decoration
601118,农林牧渔,Agriculture
601126,电气设备,Electrical Equipment
601127,汽车,Automobile
601128,银行,Banking
601137,有色金属,Nonferrous Metal
601138,电子,Electronics
601139,公用事业,Utilities
601155,房地产,Real Estate
601158,公用事业,Utilities
601162,非银金融,Non-bank Finance
601163,化工,Chemicals
601166,银行,Banking
601168,有色金属,Nonferrous Metal
601169,银行,Banking
601177,机械设备,Machinery Equipment
601179,电气设备,Electrical Equipment
601186,建筑装饰,Construction Decoration
601187,银行,Banking
601188,交通运输,Transportation
601198,非银金融,Non-bank Finance
601199,公用事业,Utilities
601200,公用事业,Utilities
601208,化工,Chemicals
601211,非银金融,Non-bank Finance
601212,有色金属,Nonferrous Metal
601216,化工,Chemicals
601218,电气设备,Electrical Equipment
601222,电气设备,Electrical Equipment
601225,采掘,Mining
601226,建筑装饰,Construction Decoration
601228,交通运输,Transportation
601229,银行,Banking
601231,电子,Electronics
601233,化工,Chemicals
601236,非银金融,Non-bank Finance
601238,汽车,Automobile
601258,汽车,Automobile
601268,机械设备,Machinery Equipment
601288,银行,Banking
601298,交通运输,Transportation
601311,汽车,Automobile
601318,非银金融,Non-bank Finance
601319,非银金融,Non-bank Finance
601326,交通运输,Transportation
601328,银行,Banking
601330,公用事业,Utilities
601333,交通运输,Transportation
601336,非银金融,Non-bank Finance
601339,纺织服装,Textile and Apparel
601360,计算机,Computer
601366,商业贸易,Commerce
601368,公用事业,Utilities
601369,机械设备,Machinery Equipment
601375,非银金融,Non-bank Finance
601377,非银金融,Non-bank Finance
601388,有色金属,Nonferrous Metal
601390,建筑装饰,Construction Decoration
601398,银行,Banking
601399,机械设备,Machinery Equipment
601456,非银金融,Non-bank Finance
601500,化工,Chemicals
601512,房地产,Real Estate
601515,轻工制造,Light-industry Manufacturing
601518,交通运输,Transportation
601519,计算机,Computer
601555,非银金融,Non-bank Finance
601566,纺织服装,Textile and Apparel
601567,电气设备,Electrical Equipment
601568,化工,Chemicals
601577,银行,Banking
601579,食品饮料,Food and Beverage
601588,房地产,Real Estate
601595,传媒,Media
601598,交通运输,Transportation
601599,传媒,Media
601600,有色金属,Nonferrous Metal
601601,非银金融,Non-bank Finance
601606,国防军工,Military
601607,医药生物,Health Care
601608,机械设备,Machinery Equipment
601609,有色金属,Nonferrous Metal
601611,建筑装饰,Construction Decoration
601615,电气设备,Electrical Equipment
601616,电气设备,Electrical Equipment
601618,建筑装饰,Construction Decoration
601619,公用事业,Utilities
601628,非银金融,Non-bank Finance
601633,汽车,Automobile
601636,建筑材料,Construction Materials
601658,银行,Banking
601666,采掘,Mining
601668,建筑装饰,Construction Decoration
601669,建筑装饰,Construction Decoration
601677,有色金属,Nonferrous Metal
601678,化工,Chemicals
601686,钢铁,Steel
601688,非银金融,Non-bank Finance
601689,汽车,Automobile
601696,非银金融,Non-bank Finance
601698,国防军工,Military
601699,采掘,Mining
601700,电气设备,Electrical Equipment
601702,有色金属,Nonferrous Metal
601717,汽车,Automobile
601718,纺织服装,Textile and Apparel
601727,电气设备,Electrical Equipment
601766,机械设备,Machinery Equipment
601777,汽车,Automobile
601778,公用事业,Utilities
601788,非银金融,Non-bank Finance
601789,建筑装饰,Construction Decoration
601798,机械设备,Machinery Equipment
601799,汽车,Automobile
601800,建筑装饰,Construction Decoration
601801,传媒,Media
601808,采掘,Mining
601811,传媒,Media
601816,交通运输,Transportation
601818,银行,Banking
601827,公用事业,Utilities
601828,商业贸易,Commerce
601838,银行,Banking
601857,采掘,Mining
601858,传媒,Media
601860,银行,Banking
601865,建筑材料,Construction Materials
601866,交通运输,Transportation
601869,通信,Telecommunication
601872,交通运输,Transportation
601877,电气设备,Electrical Equipment
601878,非银金融,Non-bank Finance
601880,交通运输,Transportation
601881,非银金融,Non-bank Finance
601882,机械设备,Machinery Equipment
601886,建筑装饰,Construction Decoration
601888,休闲服务,Leisure Services
601890,国防军工,Military
601898,采掘,Mining
601899,有色金属,Nonferrous Metal
601900,传媒,Media
601901,非银金融,Non-bank Finance
601908,电气设备,Electrical Equipment
601916,银行,Banking
601918,采掘,Mining
601919,交通运输,Transportation
601928,传媒,Media
601929,传媒,Media
601933,商业贸易,Commerce
601939,银行,Banking
601949,传媒,Media
601952,农林牧渔,Agriculture
601956,家用电器,Household Appliances
601958,有色金属,Nonferrous Metal
601965,汽车,Automobile
601966,化工,Chemicals
601968,轻工制造,Light-industry Manufacturing
601969,采掘,Mining
601975,交通运输,Transportation
601985,公用事业,Utilities
601988,银行,Banking
601989,国防军工,Military
601990,非银金融,Non-bank Finance
601991,公用事业,Utilities
601992,建筑材料,Construction Materials
601995,非银金融,Non-bank Finance
601996,轻工制造,Light-industry Manufacturing
601997,银行,Banking
601998,银行,Banking
601999,传媒,Media
603000,传媒,Media
603001,纺织服装,Textile and Apparel
603002,化工,Chemicals
603003,有色金属,Nonferrous Metal
603005,电子,Electronics
603006,汽车,Automobile
603007,建筑装饰,Construction Decoration
603008,轻工制造,Light-industry Manufacturing
603009,汽车,Automobile
603010,化工,Chemicals
603011,机械设备,Machinery Equipment
603012,机械设备,Machinery Equipment
603013,汽车,Automobile
603015,电气设备,Electrical Equipment
603016,电气设备,Electrical Equipment
603017,建筑装饰,Construction Decoration
603018,建筑装饰,Construction Decoration
603019,计算机,Computer
603020,食品饮料,Food and Beverage
603021,轻工制造,Light-industry Manufacturing
603022,轻工制造,Light-industry Manufacturing
603023,汽车,Automobile
603025,电气设备,Electrical Equipment
603026,化工,Chemicals
603027,食品饮料,Food and Beverage
603028,机械设备,Machinery Equipment
603029,机械设备,Machinery Equipment
603030,建筑装饰,Construction Decoration
603031,商业贸易,Commerce
603032,交通运输,Transportation
603033,化工,Chemicals
603035,汽车,Automobile
603036,机械设备,Machinery Equipment
603037,汽车,Automobile
603038,建筑材料,Construction Materials
603039,计算机,Computer
603040,汽车,Automobile
603041,化工,Chemicals
603042,通信,Telecommunication
603043,食品饮料,Food and Beverage
603045,有色金属,Nonferrous Metal
603050,电气设备,Electrical Equipment
603053,公用事业,Utilities
603055,纺织服装,Textile and Apparel
603056,交通运输,Transportation
603058,轻工制造,Light-industry Manufacturing
603059,轻工制造,Light-industry Manufacturing
603060,综合,Conglomerate
603063,电气设备,Electrical Equipment
603066,交通运输,Transportation
603067,化工,Chemicals
603068,电子,Electronics
603069,交通运输,Transportation
603076,机械设备,Machinery Equipment
603077,化工,Chemicals
603078,化工,Chemicals
603079,医药生物,Health Care
603080,公用事业,Utilities
603081,建筑装饰,Construction Decoration
603083,通信,Telecommunication
603085,汽车,Automobile
603086,化工,Chemicals
603087,医药生物,Health Care
603088,机械设备,Machinery Equipment
603089,汽车,Automobile
603090,机械设备,Machinery Equipment
603093,非银金融,Non-bank Finance
603095,机械设备,Machinery Equipment
603096,传媒,Media
603098,建筑装饰,Construction Decoration
603099,休闲服务,Leisure Services
603100,电气设备,Electrical Equipment
603101,商业贸易,Commerce
603103,传媒,Media
603105,公用事业,Utilities
603106,计算机,Computer
603108,医药生物,Health Care
603109,汽车,Automobile
603110,化工,Chemicals
603111,机械设备,Machinery Equipment
603112,家用电器,Household Appliances
603113,采掘,Mining
603115,有色金属,Nonferrous Metal
603116,纺织服装,Textile and Apparel
603117,交通运输,Transportation
603118,通信,Telecommunication
603121,汽车,Automobile
603123,商业贸易,Commerce
603126,公用事业,Utilities
603127,医药生物,Health Care
603128,交通运输,Transportation
603129,汽车,Automobile
603131,机械设备,Machinery Equipment
603133,化工,Chemicals
603136,休闲服务,Leisure Services
603138,计算机,Computer
603139,医药生物,Health Care
603155,化工,Chemicals
603156,食品饮料,Food and Beverage
603157,纺织服装,Textile and Apparel
603158,汽车,Automobile
603159,机械设备,Machinery Equipment
603160,电子,Electronics
603161,汽车,Automobile
603165,轻工制造,Light-industry Manufacturing
603166,汽车,Automobile
603167,交通运输,Transportation
603168,医药生物,Health Care
603169,机械设备,Machinery Equipment
603177,公用事业,Utilities
603178,汽车,Automobile
603179,汽车,Automobile
603180,轻工制造,Light-industry Manufacturing
603181,化工,Chemicals
603183,综合,Conglomerate
603185,机械设备,Machinery Equipment
603186,电子,Electronics
603187,机械设备,Machinery Equipment
603188,化工,Chemicals
603189,计算机,Computer
603192,化工,Chemicals
603195,轻工制造,Light-industry Manufacturing
603196,纺织服装,Textile and Apparel
603197,汽车,Automobile
603198,食品饮料,Food and Beverage
603199,休闲服务,Leisure Services
603200,公用事业,Utilities
603203,机械设备,Machinery Equipment
603208,轻工制造,Light-industry Manufacturing
603212,电气设备,Electrical Equipment
603214,商业贸易,Commerce
603217,化工,Chemicals
603218,电气设备,Electrical Equipment
603220,通信,Telecommunication
603221,轻工制造,Light-industry Manufacturing
603222,医药生物,Health Care
603223,交通运输,Transportation
603225,化工,Chemicals
603226,轻工制造,Light-industry Manufacturing
603227,化工,Chemicals
603228,电子,Electronics
603229,医药生物,Health Care
603232,计算机,Computer
603233,医药生物,Health Care
603236,通信,Telecommunication
603238,纺织服装,Textile and Apparel
603239,汽车,Automobile
603256,化工,Chemicals
603258,传媒,Media
603259,医药生物,Health Care
603260,有色金属,Nonferrous Metal
603266,化工,Chemicals
603267,电子,Electronics
603268,轻工制造,Light-industry Manufacturing
603269,机械设备,Machinery Equipment
603277,机械设备,Machinery Equipment
603278,机械设备,Machinery Equipment
603279,机械设备,Machinery Equipment
603283,机械设备,Machinery Equipment
603286,汽车,Automobile
603288,食品饮料,Food and Beverage
603289,机械设备,Machinery Equipment
603290,电子,Electronics
603297,电子,Electronics
603298,机械设备,Machinery Equipment
603299,化工,Chemicals
603300,非银金融,Non-bank Finance
603301,医药生物,Health Care
603303,电子,Electronics
603305,汽车,Automobile
603306,汽车,Automobile
603308,机械设备,Machinery Equipment
603309,医药生物,Health Care
603311,家用电器,Household Appliances
603313,轻工制造,Light-industry Manufacturing
603315,机械设备,Machinery Equipment
603316,建筑装饰,Construction Decoration
603317,食品饮料,Food and Beverage
603318,机械设备,Machinery Equipment
603319,汽车,Automobile
603320,电气设备,Electrical Equipment
603321,机械设备,Machinery Equipment
603322,通信,Telecommunication
603323,银行,Banking
603326,轻工制造,Light-industry Manufacturing
603327,电子,Electronics
603328,电子,Electronics
603329,交通运输,Transportation
603330,化工,Chemicals
603331,机械设备,Machinery Equipment
603332,化工,Chemicals
603333,电气设备,Electrical Equipment
603335,汽车,Automobile
603336,农林牧渔,Agriculture
603337,机械设备,Machinery Equipment
603338,机械设备,Machinery Equipment
603339,机械设备,Machinery Equipment
603345,食品饮料,Food and Beverage
603348,汽车,Automobile
603351,医药生物,Health Care
603353,化工,Chemicals
603355,家用电器,Household Appliances
603356,机械设备,Machinery Equipment
603357,建筑装饰,Construction Decoration
603358,汽车,Automobile
603359,建筑装饰,Construction Decoration
603360,化工,Chemicals
603363,农林牧渔,Agriculture
603365,纺织服装,Textile and Apparel
603366,家用电器,Household Appliances
603367,医药生物,Health Care
603368,医药生物,Health Care
603369,食品饮料,Food and Beverage
603377,汽车,Automobile
603378,化工,Chemicals
603379,化工,Chemicals
603380,电子,Electronics
603383,计算机,Computer
603385,轻工制造,Light-industry Manufacturing
603386,电子,Electronics
603387,医药生物,Health Care
603388,建筑装饰,Construction Decoration
603389,轻工制造,Light-industry Manufacturing
603390,汽车,Automobile
603392,医药生物,Health Care
603393,公用事业,Utilities
603396,电气设备,Electrical Equipment
603398,轻工制造,Light-industry Manufacturing
603399,有色金属,Nonferrous Metal
603408,轻工制造,Light-industry Manufacturing
603416,电气设备,Electrical Equipment
603421,通信,Telecommunication
603429,轻工制造,Light-industry Manufacturing
603439,医药生物,Health Care
603444,传媒,Media
603456,医药生物,Health Care
603458,建筑装饰,Construction Decoration
603466,建筑装饰,Construction Decoration
603477,纺织服装,Textile and Apparel
603486,机械设备,Machinery Equipment
603488,机械设备,Machinery Equipment
603489,电气设备,Electrical Equipment
603496,计算机,Computer
603499,轻工制造,Light-industry Manufacturing
603500,机械设备,Machinery Equipment
603501,电子,Electronics
603505,采掘,Mining
603506,房地产,Real Estate
603507,电气设备,Electrical Equipment
603508,计算机,Computer
603515,电子,Electronics
603516,计算机,Computer
603517,食品饮料,Food and Beverage
603518,纺织服装,Textile and Apparel
603519,家用电器,Household Appliances
603520,医药生物,Health Care
603527,有色金属,Nonferrous Metal
603528,计算机,Computer
603530,电气设备,Electrical Equipment
603533,传媒,Media
603535,交通运输,Transportation
603536,食品饮料,Food and Beverage
603538,医药生物,Health Care
603551,家用电器,Household Appliances
603555,纺织服装,Textile and Apparel
603556,机械设备,Machinery Equipment
603557,纺织服装,Textile and Apparel
603558,纺织服装,Textile and Apparel
603559,通信,Telecommunication
603565,交通运输,Transportation
603566,农林牧渔,Agriculture
603567,医药生物,Health Care
603568,公用事业,Utilities
603569,交通运输,Transportation
603577,电气设备,Electrical Equipment
603578,家用电器,Household Appliances
603579,家用电器,Household Appliances
603580,化工,Chemicals
603583,电气设备,Electrical Equipment
603585,化工,Chemicals
603586,汽车,Automobile
603587,纺织服装,Textile and Apparel
603588,公用事业,Utilities
603589,食品饮料,Food and Beverage
603590,医药生物,Health Care
603595,电子,Electronics
603596,汽车,Automobile
603598,传媒,Media
603599,化工,Chemicals
603600,轻工制造,Light-industry Manufacturing
603601,化工,Chemicals
603602,通信,Telecommunication
603603,公用事业,Utilities
603605,化工,Chemicals
603606,电气设备,Electrical Equipment
603607,轻工制造,Light-industry Manufacturing
603608,纺织服装,Textile and Apparel
603609,农林牧渔,Agriculture
603610,轻工制造,Light-industry Manufacturing
603611,机械设备,Machinery Equipment
603612,有色金属,Nonferrous Metal
603613,传媒,Media
603615,化工,Chemicals
603616,建筑材料,Construction Materials
603617,机械设备,Machinery Equipment
603618,电气设备,Electrical Equipment
603619,采掘,Mining
603626,机械设备,Machinery Equipment
603628,电气设备,Electrical Equipment
603629,电子,Electronics
603630,化工,Chemicals
603633,电子,Electronics
603636,计算机,Computer
603637,建筑装饰,Construction Decoration
603638,机械设备,Machinery Equipment
603639,化工,Chemicals
603648,交通运输,Transportation
603650,化工,Chemicals
603655,汽车,Automobile
603656,机械设备,Machinery Equipment
603657,家用电器,Household Appliances
603658,医药生物,Health Care
603659,电气设备,Electrical Equipment
603660,计算机,Computer
603661,轻工制造,Light-industry Manufacturing
603662,机械设备,Machinery Equipment
603663,有色金属,Nonferrous Metal
603665,纺织服装,Textile and Apparel
603666,机械设备,Machinery Equipment
603667,机械设备,Machinery Equipment
603668,农林牧渔,Agriculture
603669,医药生物,Health Care
603676,医药生物,Health Care
603677,家用电器,Household Appliances
603678,电子,Electronics
603679,电子,Electronics
603680,机械设备,Machinery Equipment
603681,化工,Chemicals
603682,商业贸易,Commerce
603683,化工,Chemicals
603685,电子,Electronics
603686,机械设备,Machinery Equipment
603687,轻工制造,Light-industry Manufacturing
603688,有色金属,Nonferrous Metal
603689,公用事业,Utilities
603690,机械设备,Machinery Equipment
603693,公用事业,Utilities
603696,食品饮料,Food and Beverage
603697,食品饮料,Food and Beverage
603698,建筑装饰,Construction Decoration
603699,机械设备,Machinery Equipment
603700,机械设备,Machinery Equipment
603701,汽车,Automobile
603703,通信,Telecommunication
603706,公用事业,Utilities
603707,医药生物,Health Care
603708,商业贸易,Commerce
603709,轻工制造,Light-industry Manufacturing
603711,食品饮料,Food and Beverage
603712,通信,Telecommunication
603713,交通运输,Transportation
603716,医药生物,Health Care
603717,建筑装饰,Construction Decoration
603718,农林牧渔,Agriculture
603719,食品饮料,Food and Beverage
603721,传媒,Media
603722,化工,Chemicals
603725,化工,Chemicals
603726,家用电器,Household Appliances
603727,采掘,Mining
603728,电气设备,Electrical Equipment
603729,传媒,Media
603730,汽车,Automobile
603733,轻工制造,Light-industry Manufacturing
603737,化工,Chemicals
603738,电子,Electronics
603739,农林牧渔,Agriculture
603755,食品饮料,Food and Beverage
603757,机械设备,Machinery Equipment
603758,汽车,Automobile
603766,汽车,Automobile
603767,汽车,Automobile
603768,汽车,Automobile
603773,电子,Electronics
603776,汽车,Automobile
603777,食品饮料,Food and Beverage
603778,建筑装饰,Construction Decoration
603779,食品饮料,Food and Beverage
603786,汽车,Automobile
603787,汽车,Automobile
603788,汽车,Automobile
603789,机械设备,Machinery Equipment
603790,化工,Chemicals
603797,公用事业,Utilities
603798,化工,Chemicals
603799,有色金属,Nonferrous Metal
603800,机械设备,Machinery Equipment
603801,轻工制造,Light-industry Manufacturing
603803,通信,Telecommunication
603806,电气设备,Electrical Equipment
603808,纺织服装,Textile and Apparel
603809,汽车,Automobile
603810,化工,Chemicals
603811,医药生物,Health Care
603813,交通运输,Transportation
603815,建筑装饰,Construction Decoration
603816,轻工制造,Light-industry Manufacturing
603817,公用事业,Utilities
603818,轻工制造,Light-industry Manufacturing
603819,电气设备,Electrical Equipment
603822,化工,Chemicals
603823,化工,Chemicals
603825,传媒,Media
603826,有色金属,Nonferrous Metal
603828,建筑装饰,Construction Decoration
603829,电气设备,Electrical Equipment
603833,轻工制造,Light-industry Manufacturing
603838,轻工制造,Light-industry Manufacturing
603839,纺织服装,Textile and Apparel
603843,建筑装饰,Construction Decoration
603848,轻工制造,Light-industry Manufacturing
603855,机械设备,Machinery Equipment
603856,建筑材料,Construction Materials
603858,医药生物,Health Care
603859,电气设备,Electrical Equipment
603860,建筑装饰,Construction Decoration
603861,电气设备,Electrical Equipment
603863,轻工制造,Light-industry Manufacturing
603866,食品饮料,Food and Beverage
603867,化工,Chemicals
603868,家用电器,Household Appliances
603869,计算机,Computer
603871,交通运输,Transportation
603876,有色金属,Nonferrous Metal
603877,纺织服装,Textile and Apparel
603878,钢铁,Steel
603879,化工,Chemicals
603880,医药生物,Health Care
603881,计算机,Computer
603882,医药生物,Health Care
603883,医药生物,Health Care
603885,交通运输,Transportation
603886,食品饮料,Food and Beverage
603887,建筑装饰,Construction Decoration
603888,传媒,Media
603889,纺织服装,Textile and Apparel
603890,电子,Electronics
603893,电子,Electronics
603895,机械设备,Machinery Equipment
603896,医药生物,Health Care
603897,电气设备,Electrical Equipment
603898,轻工制造,Light-industry Manufacturing
603899,轻工制造,Light-industry Manufacturing
603900,商业贸易,Commerce
603901,机械设备,Machinery Equipment
603903,公用事业,Utilities
603906,化工,Chemicals
603908,纺织服装,Textile and Apparel
603909,建筑装饰,Construction Decoration
603912,机械设备,Machinery Equipment
603915,机械设备,Machinery Equipment
603916,化工,Chemicals
603917,汽车,Automobile
603918,计算机,Computer
603919,食品饮料,Food and Beverage
603920,电子,Electronics
603922,汽车,Automobile
603926,汽车,Automobile
603927,计算机,Computer
603928,化工,Chemicals
603929,建筑装饰,Construction Decoration
603931,电子,Electronics
603933,电子,Electronics
603936,电子,Electronics
603937,建筑材料,Construction Materials
603938,化工,Chemicals
603939,医药生物,Health Care
603948,化工,Chemicals
603949,化工,Chemicals
603950,汽车,Automobile
603955,建筑装饰,Construction Decoration
603956,机械设备,Machinery Equipment
603958,纺织服装,Textile and Apparel
603959,建筑装饰,Construction Decoration
603960,机械设备,Machinery Equipment
603963,医药生物,Health Care
603966,机械设备,Machinery Equipment
603967,交通运输,Transportation
603968,化工,Chemicals
603969,机械设备,Machinery Equipment
603970,化工,Chemicals
603976,医药生物,Health Care
603977,化工,Chemicals
603978,有色金属,Nonferrous Metal
603979,采掘,Mining
603980,化工,Chemicals
603982,汽车,Automobile
603983,化工,Chemicals
603985,机械设备,Machinery Equipment
603986,电子,Electronics
603987,医药生物,Health Care
603988,电气设备,Electrical Equipment
603989,电子,Electronics
603990,计算机,Computer
603991,化工,Chemicals
603992,轻工制造,Light-industry Manufacturing
603993,有色金属,Nonferrous Metal
603995,钢铁,Steel
603996,家用电器,Household Appliances
603997,汽车,Automobile
603998,医药生物,Health Care
603999,传媒,Media
605001,机械设备,Machinery Equipment
605003,纺织服装,Textile and Apparel
605005,汽车,Automobile
605006,化工,Chemicals
605007,轻工制造,Light-industry Manufacturing
605008,化工,Chemicals
605009,轻工制造,Light-industry Manufacturing
605018,汽车,Automobile
605050,交通运输,Transportation
605055,纺织服装,Textile and Apparel
605058,电子,Electronics
605066,电气设备,Electrical Equipment
605068,汽车,Automobile
605088,汽车,Automobile
605099,轻工制造,Light-industry Manufacturing
605100,机械设备,Machinery Equipment
605108,休闲服务,Leisure Services
605111,电子,Electronics
605116,医药生物,Health Care
605118,电子,Electronics
605123,国防军工,Military
605128,汽车,Automobile
605136,传媒,Media
605151,交通运输,Transportation
605155,化工,Chemicals
605158,建筑材料,Construction Materials
605166,化工,Chemicals
605168,传媒,Media
605169,公用事业,Utilities
605177,医药生物,Health Care
605178,建筑装饰,Construction Decoration
605179,食品饮料,Food and Beverage
605183,化工,Chemicals
605186,机械设备,Machinery Equipment
605188,商业贸易,Commerce
605198,农林牧渔,Agriculture
605199,医药生物,Health Care
605218,电子,Electronics
605222,电气设备,Electrical Equipment
605228,汽车,Automobile
605255,汽车,Automobile
605258,电子,Electronics
605266,医药生物,Health Care
605277,电气设备,Electrical Equipment
605288,电气设备,Electrical Equipment
605299,轻工制造,Light-industry Manufacturing
605318,建筑材料,Construction Materials
605333,汽车,Automobile
605336,家用电器,Household Appliances
605338,食品饮料,Food and Beverage
605358,电子,Electronics
605366,化工,Chemicals
605368,公用事业,Utilities
605369,医药生物,Health Care
605376,有色金属,Nonferrous Metal
605377,轻工制造,Light-industry Manufacturing
605388,食品饮料,Food and Beverage
605398,计算机,Computer
605399,化工,Chemicals
605500,轻工制造,Light-industry Manufacturing
688001,机械设备,Machinery Equipment
688002,电子,Electronics
688003,机械设备,Machinery Equipment
688004,计算机,Computer
688005,化工,Chemicals
688006,机械设备,Machinery Equipment
688007,电子,Electronics
688008,电子,Electronics
688009,机械设备,Machinery Equipment
688010,电子,Electronics
688011,国防军工,Military
688012,机械设备,Machinery Equipment
688013,医药生物,Health Care
688015,机械设备,Machinery Equipment
688016,医药生物,Health Care
688017,机械设备,Machinery Equipment
688018,电子,Electronics
688019,电子,Electronics
688020,电子,Electronics
688021,化工,Chemicals
688022,机械设备,Machinery Equipment
688023,计算机,Computer
688025,电子,Electronics
688026,化工,Chemicals
688027,通信,Telecommunication
688028,机械设备,Machinery Equipment
688029,医药生物,Health Care
688030,计算机,Computer
688033,机械设备,Machinery Equipment
688036,电子,Electronics
688037,机械设备,Machinery Equipment
688039,计算机,Computer
688050,医药生物,Health Care
688051,计算机,Computer
688055,电子,Electronics
688056,机械设备,Machinery Equipment
