stock_code,sw_l1_industry_name,sw_l1_industry_name_eng
002565,轻工制造,Light-industry Manufacturing
002566,医药生物,Health Care
002567,农林牧渔,Agriculture
002568,食品饮料,Food and Beverage
002569,纺织服装,Textile and Apparel
002570,食品饮料,Food and Beverage
002571,轻工制造,Light-industry Manufacturing
002572,轻工制造,Light-industry Manufacturing
002573,公用事业,Utilities
002574,轻工制造,Light-industry Manufacturing
002575,轻工制造,Light-industry Manufacturing
002576,电气设备,Electrical Equipment
002577,计算机,Computer
002578,有色金属,Nonferrous Metal
002579,电子,Electronics
002580,电气设备,Electrical Equipment
002581,医药生物,Health Care
002582,食品饮料,Food and Beverage
002583,通信,Telecommunication
002584,化工,Chemicals
002585,轻工制造,Light-industry Manufacturing
002586,建筑装饰,Construction Decoration
002587,电子,Electronics
002588,化工,Chemicals
002589,医药生物,Health Care
002590,汽车,Automobile
002591,传媒,Media
002592,汽车,Automobile
002593,建筑装饰,Construction Decoration
002594,汽车,Automobile
002595,机械设备,Machinery Equipment
002596,建筑材料,Construction Materials
002597,食品饮料,Food and Beverage
002598,机械设备,Machinery Equipment
002599,轻工制造,Light-industry Manufacturing
002600,电子,Electronics
002601,化工,Chemicals
002602,传媒,Media
002603,医药生物,Health Care
002605,轻工制造,Light-industry Manufacturing
002606,电气设备,Electrical Equipment
002607,传媒,Media
002608,公用事业,Utilities
002609,计算机,Computer
002610,公用事业,Utilities
002611,机械设备,Machinery Equipment
002612,纺织服装,Textile and Apparel
002613,机械设备,Machinery Equipment
002614,家用电器,Household Appliances
002615,轻工制造,Light-industry Manufacturing
002616,公用事业,Utilities
002617,电气设备,Electrical Equipment
002618,电子,Electronics
002619,传媒,Media
002620,建筑装饰,Construction Decoration
002621,传媒,Media
002622,电气设备,Electrical Equipment
002623,建筑材料,Construction Materials
002624,传媒,Media
002625,汽车,Automobile
002626,医药生物,Health Care
002627,交通运输,Transportation
002628,建筑装饰,Construction Decoration
002629,采掘,Mining
002630,电气设备,Electrical Equipment
002631,轻工制造,Light-industry Manufacturing
002632,化工,Chemicals
002633,机械设备,Machinery Equipment
002634,纺织服装,Textile and Apparel
002635,电子,Electronics
002636,电子,Electronics
002637,化工,Chemicals
002638,传媒,Media
002639,机械设备,Machinery Equipment
002640,商业贸易,Commerce
002641,建筑材料,Construction Materials
002642,计算机,Computer
002643,化工,Chemicals
002644,医药生物,Health Care
002645,机械设备,Machinery Equipment
002646,食品饮料,Food and Beverage
002647,非银金融,Non-bank Finance
002648,化工,Chemicals
002649,计算机,Computer
002650,食品饮料,Food and Beverage
002651,机械设备,Machinery Equipment
002652,建筑材料,Construction Materials
002653,医药生物,Health Care
002654,传媒,Media
002655,电子,Electronics
002656,纺织服装,Textile and Apparel
002657,计算机,Computer
002658,公用事业,Utilities
002659,传媒,Media
002660,电子,Electronics
002661,食品饮料,Food and Beverage
002662,汽车,Automobile
002663,建筑装饰,Construction Decoration
002664,国防军工,Military
002665,电气设备,Electrical Equipment
002666,化工,Chemicals
002667,机械设备,Machinery Equipment
002668,家用电器,Household Appliances
002669,化工,Chemicals
002670,非银金融,Non-bank Finance
002671,建筑材料,Construction Materials
002672,公用事业,Utilities
002673,非银金融,Non-bank Finance
002674,纺织服装,Textile and Apparel
002675,医药生物,Health Care
002676,家用电器,Household Appliances
002677,家用电器,Household Appliances
002678,轻工制造,Light-industry Manufacturing
002679,农林牧渔,Agriculture
002681,电子,Electronics
002682,交通运输,Transportation
002683,化工,Chemicals
002684,汽车,Automobile
002685,机械设备,Machinery Equipment
002686,机械设备,Machinery Equipment
002687,纺织服装,Textile and Apparel
002688,农林牧渔,Agriculture
002689,机械设备,Machinery Equipment
002690,机械设备,Machinery Equipment
002691,机械设备,Machinery Equipment
002692,电气设备,Electrical Equipment
002693,医药生物,Health Care
002694,建筑材料,Construction Materials
002695,食品饮料,Food and Beverage
002696,农林牧渔,Agriculture
002697,商业贸易,Commerce
002698,机械设备,Machinery Equipment
002699,传媒,Media
002700,公用事业,Utilities
002701,轻工制造,Light-industry Manufacturing
002702,食品饮料,Food and Beverage
002703,汽车,Automobile
002705,家用电器,Household Appliances
002706,电气设备,Electrical Equipment
002707,休闲服务,Leisure Services
002708,汽车,Automobile
002709,化工,Chemicals
002711,交通运输,Transportation
002712,传媒,Media
002713,建筑装饰,Construction Decoration
002714,农林牧渔,Agriculture
002715,汽车,Automobile
002716,有色金属,Nonferrous Metal
002717,建筑装饰,Construction Decoration
002718,建筑材料,Construction Materials
002719,食品饮料,Food and Beverage
002721,轻工制造,Light-industry Manufacturing
002722,机械设备,Machinery Equipment
002723,家用电器,Household Appliances
002724,电子,Electronics
002725,汽车,Automobile
002726,食品饮料,Food and Beverage
002727,医药生物,Health Care
002728,医药生物,Health Care
002729,电子,Electronics
002730,机械设备,Machinery Equipment
002731,轻工制造,Light-industry Manufacturing
002732,食品饮料,Food and Beverage
002733,电气设备,Electrical Equipment
002734,化工,Chemicals
002735,轻工制造,Light-industry Manufacturing
002736,非银金融,Non-bank Finance
002737,医药生物,Health Care
002738,有色金属,Nonferrous Metal
002739,传媒,Media
002740,轻工制造,Light-industry Manufacturing
002741,化工,Chemicals
002742,建筑材料,Construction Materials
002743,建筑装饰,Construction Decoration
002745,电子,Electronics
002746,农林牧渔,Agriculture
002747,机械设备,Machinery Equipment
002748,化工,Chemicals
002749,化工,Chemicals
002750,医药生物,Health Care
002751,轻工制造,Light-industry Manufacturing
002752,轻工制造,Light-industry Manufacturing
002753,化工,Chemicals
002755,医药生物,Health Care
002756,钢铁,Steel
002757,机械设备,Machinery Equipment
002758,医药生物,Health Care
002759,家用电器,Household Appliances
002760,机械设备,Machinery Equipment
002761,建筑装饰,Construction Decoration
002762,纺织服装,Textile and Apparel
002763,纺织服装,Textile and Apparel
002765,汽车,Automobile
002766,计算机,Computer
002767,电气设备,Electrical Equipment
002768,化工,Chemicals
002769,交通运输,Transportation
002770,食品饮料,Food and Beverage
002771,计算机,Computer
002772,农林牧渔,Agriculture
002773,医药生物,Health Care
002774,机械设备,Machinery Equipment
002775,建筑装饰,Construction Decoration
002776,纺织服装,Textile and Apparel
002777,计算机,Computer
002778,化工,Chemicals
002779,机械设备,Machinery Equipment
002780,纺织服装,Textile and Apparel
002781,建筑装饰,Construction Decoration
002782,电子,Electronics
002783,化工,Chemicals
002785,建筑材料,Construction Materials
002786,机械设备,Machinery Equipment
002787,轻工制造,Light-industry Manufacturing
002788,医药生物,Health Care
002789,建筑装饰,Construction Decoration
002790,轻工制造,Light-industry Manufacturing
002791,建筑材料,Construction Materials
002792,通信,Telecommunication
002793,医药生物,Health Care
002795,机械设备,Machinery Equipment
002796,机械设备,Machinery Equipment
002797,非银金融,Non-bank Finance
002798,建筑材料,Construction Materials
002799,轻工制造,Light-industry Manufacturing
002800,交通运输,Transportation
002801,电气设备,Electrical Equipment
002802,化工,Chemicals
002803,轻工制造,Light-industry Manufacturing
002805,化工,Chemicals
002806,有色金属,Nonferrous Metal
002807,银行,Banking
002808,电子,Electronics
002809,化工,Chemicals
002810,化工,Chemicals
002811,建筑装饰,Construction Decoration
002812,化工,Chemicals
002813,汽车,Automobile
002815,电子,Electronics
002816,机械设备,Machinery Equipment
002817,医药生物,Health Care
002818,商业贸易,Commerce
002819,机械设备,Machinery Equipment
002820,食品饮料,Food and Beverage
002821,医药生物,Health Care
002822,建筑装饰,Construction Decoration
002823,电气设备,Electrical Equipment
002824,有色金属,Nonferrous Metal
002825,化工,Chemicals
002826,医药生物,Health Care
002827,化工,Chemicals
002828,采掘,Mining
002829,国防军工,Military
002830,建筑装饰,Construction Decoration
002831,轻工制造,Light-industry Manufacturing
002832,纺织服装,Textile and Apparel
002833,机械设备,Machinery Equipment
002835,计算机,Computer
002836,轻工制造,Light-industry Manufacturing
002837,机械设备,Machinery Equipment
002838,化工,Chemicals
002839,银行,Banking
002840,食品饮料,Food and Beverage
002841,电子,Electronics
002842,有色金属,Nonferrous Metal
002843,机械设备,Machinery Equipment
002845,电子,Electronics
002846,轻工制造,Light-industry Manufacturing
002847,食品饮料,Food and Beverage
002848,家用电器,Household Appliances
002849,机械设备,Machinery Equipment
002850,电子,Electronics
002851,电气设备,Electrical Equipment
002852,农林牧渔,Agriculture
002853,轻工制造,Light-industry Manufacturing
002855,电子,Electronics
002856,建筑装饰,Construction Decoration
002857,机械设备,Machinery Equipment
002858,传媒,Media
002859,电子,Electronics
002860,家用电器,Household Appliances
002861,电子,Electronics
002862,轻工制造,Light-industry Manufacturing
002863,汽车,Automobile
002864,医药生物,Health Care
002865,汽车,Automobile
002866,电子,Electronics
002867,轻工制造,Light-industry Manufacturing
002868,农林牧渔,Agriculture
002869,电子,Electronics
002870,机械设备,Machinery Equipment
002871,机械设备,Machinery Equipment
002872,医药生物,Health Care
002873,医药生物,Health Care
002875,纺织服装,Textile and Apparel
002876,电子,Electronics
002877,机械设备,Machinery Equipment
002878,传媒,Media
002879,电气设备,Electrical Equipment
002880,医药生物,Health Care
002881,电子,Electronics
002882,电气设备,Electrical Equipment
002883,建筑装饰,Construction Decoration
002884,机械设备,Machinery Equipment
002885,电子,Electronics
002886,化工,Chemicals
002887,公用事业,Utilities
002888,电子,Electronics
002889,交通运输,Transportation
002890,机械设备,Machinery Equipment
002891,农林牧渔,Agriculture
002892,电气设备,Electrical Equipment
002893,公用事业,Utilities
002895,化工,Chemicals
002896,机械设备,Machinery Equipment
002897,通信,Telecommunication
002898,医药生物,Health Care
002899,轻工制造,Light-industry Manufacturing
002900,医药生物,Health Care
002901,医药生物,Health Care
002902,通信,Telecommunication
002903,机械设备,Machinery Equipment
002905,传媒,Media
002906,汽车,Automobile
002907,医药生物,Health Care
002908,通信,Telecommunication
002909,化工,Chemicals
002910,食品饮料,Food and Beverage
002911,公用事业,Utilities
002912,计算机,Computer
002913,电子,Electronics
002915,化工,Chemicals
002916,电子,Electronics
002917,化工,Chemicals
002918,建筑材料,Construction Materials
002919,化工,Chemicals
002920,计算机,Computer
002921,汽车,Automobile
002922,电子,Electronics
002923,医药生物,Health Care
002925,电子,Electronics
002926,非银金融,Non-bank Finance
002927,电气设备,Electrical Equipment
002928,交通运输,Transportation
002929,通信,Telecommunication
002930,交通运输,Transportation
002931,机械设备,Machinery Equipment
002932,医药生物,Health Care
002933,国防军工,Military
002935,国防军工,Military
002936,银行,Banking
002937,电子,Electronics
002938,电子,Electronics
002939,非银金融,Non-bank Finance
002940,医药生物,Health Care
002941,建筑装饰,Construction Decoration
002942,化工,Chemicals
002943,机械设备,Machinery Equipment
002945,非银金融,Non-bank Finance
002946,食品饮料,Food and Beverage
002947,电子,Electronics
002948,银行,Banking
002949,建筑装饰,Construction Decoration
002950,医药生物,Health Care
002951,轻工制造,Light-industry Manufacturing
002952,电子,Electronics
002953,电气设备,Electrical Equipment
002955,电子,Electronics
002956,食品饮料,Food and Beverage
002957,机械设备,Machinery Equipment
002958,银行,Banking
002959,家用电器,Household Appliances
002960,机械设备,Machinery Equipment
002961,非银金融,Non-bank Finance
002962,电子,Electronics
002963,建筑装饰,Construction Decoration
002965,机械设备,Machinery Equipment
002966,银行,Banking
002967,综合,Conglomerate
002968,房地产,Real Estate
002969,轻工制造,Light-industry Manufacturing
002970,电子,Electronics
002971,化工,Chemicals
002972,机械设备,Machinery Equipment
002973,公用事业,Utilities
002975,机械设备,Machinery Equipment
002976,电子,Electronics
002977,国防军工,Military
002978,采掘,Mining
002979,电气设备,Electrical Equipment
002980,机械设备,Machinery Equipment
002981,电子,Electronics
002982,农林牧渔,Agriculture
002983,电子,Electronics
002984,化工,Chemicals
002985,国防军工,Military
002986,化工,Chemicals
002987,计算机,Computer
002988,有色金属,Nonferrous Metal
002989,建筑装饰,Construction Decoration
002990,计算机,Computer
002991,食品饮料,Food and Beverage
002992,电子,Electronics
002993,电子,Electronics
002995,传媒,Media
002996,有色金属,Nonferrous Metal
002997,汽车,Automobile
002998,化工,Chemicals
002999,化工,Chemicals
003000,食品饮料,Food and Beverage
003001,建筑装饰,Construction Decoration
003002,化工,Chemicals
003003,轻工制造,Light-industry Manufacturing
003004,计算机,Computer
003005,计算机,Computer
003006,轻工制造,Light-industry Manufacturing
003007,计算机,Computer
003008,综合,Conglomerate
003009,国防军工,Military
003010,传媒,Media
003011,轻工制造,Light-industry Manufacturing
003012,建筑材料,Construction Materials
003013,建筑装饰,Construction Decoration
003015,电子,Electronics
003016,纺织服装,Textile and Apparel
003017,化工,Chemicals
003018,轻工制造,Light-industry Manufacturing
003019,电子,Electronics
003020,医药生物,Health Care
003021,电气设备,Electrical Equipment
003022,化工,Chemicals
003023,家用电器,Household Appliances
003025,机械设备,Machinery Equipment
003026,电子,Electronics
003027,公用事业,Utilities
003028,电子,Electronics
003029,计算机,Computer
003030,食品饮料,Food and Beverage
003031,通信,Telecommunication
003032,传媒,Media
003033,汽车,Automobile
003035,公用事业,Utilities
003036,机械设备,Machinery Equipment
003816,公用事业,Utilities
300001,电气设备,Electrical Equipment
300002,计算机,Computer
300003,医药生物,Health Care
300004,机械设备,Machinery Equipment
300005,纺织服装,Textile and Apparel
300006,医药生物,Health Care
300007,机械设备,Machinery Equipment
300008,国防军工,Military
300009,医药生物,Health Care
300010,计算机,Computer
300011,电气设备,Electrical Equipment
300012,综合,Conglomerate
300013,交通运输,Transportation
300014,电气设备,Electrical Equipment
300015,医药生物,Health Care
300016,医药生物,Health Care
300017,通信,Telecommunication
300018,电气设备,Electrical Equipment
300019,化工,Chemicals
300020,计算机,Computer
300021,农林牧渔,Agriculture
300022,商业贸易,Commerce
300023,非银金融,Non-bank Finance
300024,机械设备,Machinery Equipment
300025,通信,Telecommunication
300026,医药生物,Health Care
300027,传媒,Media
300029,电气设备,Electrical Equipment
300030,医药生物,Health Care
300031,传媒,Media
300032,电子,Electronics
300033,计算机,Computer
300034,国防军工,Military
300035,化工,Chemicals
300036,计算机,Computer
300037,化工,Chemicals
300038,传媒,Media
300039,医药生物,Health Care
300040,电气设备,Electrical Equipment
300041,化工,Chemicals
300042,计算机,Computer
300043,传媒,Media
300044,计算机,Computer
300045,计算机,Computer
300046,电子,Electronics
300047,计算机,Computer
300048,电气设备,Electrical Equipment
300049,医药生物,Health Care
300050,通信,Telecommunication
300051,传媒,Media
300052,传媒,Media
300053,电子,Electronics
300054,化工,Chemicals
300055,公用事业,Utilities
300056,公用事业,Utilities
300057,轻工制造,Light-industry Manufacturing
300058,传媒,Media
300059,非银金融,Non-bank Finance
300061,传媒,Media
300062,电气设备,Electrical Equipment
300063,传媒,Media
300064,机械设备,Machinery Equipment
300065,国防军工,Military
300066,机械设备,Machinery Equipment
300067,化工,Chemicals
300068,电气设备,Electrical Equipment
300069,电气设备,Electrical Equipment
300070,公用事业,Utilities
300071,传媒,Media
300072,化工,Chemicals
300073,化工,Chemicals
300074,计算机,Computer
300075,计算机,Computer
300076,电子,Electronics
300077,电子,Electronics
300078,计算机,Computer
300079,计算机,Computer
300080,机械设备,Machinery Equipment
300081,通信,Telecommunication
300082,化工,Chemicals
300083,电子,Electronics
300084,机械设备,Machinery Equipment
300085,计算机,Computer
300086,医药生物,Health Care
300087,农林牧渔,Agriculture
300088,电子,Electronics
300089,传媒,Media
300091,机械设备,Machinery Equipment
300092,机械设备,Machinery Equipment
300093,建筑材料,Construction Materials
300094,农林牧渔,Agriculture
300095,机械设备,Machinery Equipment
300096,计算机,Computer
300097,机械设备,Machinery Equipment
300098,通信,Telecommunication
300099,机械设备,Machinery Equipment
300100,汽车,Automobile
300101,国防军工,Military
300102,电子,Electronics
300103,机械设备,Machinery Equipment
300105,电气设备,Electrical Equipment
300106,农林牧渔,Agriculture
300107,化工,Chemicals
300108,医药生物,Health Care
300109,化工,Chemicals
300110,医药生物,Health Care
300111,电气设备,Electrical Equipment
300112,机械设备,Machinery Equipment
300113,传媒,Media
300114,机械设备,Machinery Equipment
300115,电子,Electronics
300116,电气设备,Electrical Equipment
300117,建筑材料,Construction Materials
300118,电气设备,Electrical Equipment
300119,农林牧渔,Agriculture
300120,电子,Electronics
300121,化工,Chemicals
300122,医药生物,Health Care
300123,国防军工,Military
300124,电气设备,Electrical Equipment
300125,公用事业,Utilities
300126,机械设备,Machinery Equipment
300127,有色金属,Nonferrous Metal
300128,电子,Electronics
300129,电气设备,Electrical Equipment
300130,计算机,Computer
300131,电子,Electronics
300132,化工,Chemicals
300133,传媒,Media
300134,通信,Telecommunication
300135,化工,Chemicals
300136,电子,Electronics
300137,公用事业,Utilities
300138,农林牧渔,Agriculture
300139,电子,Electronics
300140,公用事业,Utilities
300141,电气设备,Electrical Equipment
300142,医药生物,Health Care
300143,医药生物,Health Care
300144,休闲服务,Leisure Services
300145,机械设备,Machinery Equipment
300146,食品饮料,Food and Beverage
300147,医药生物,Health Care
300148,传媒,Media
300149,医药生物,Health Care
300150,计算机,Computer
300151,机械设备,Machinery Equipment
300152,公用事业,Utilities
300153,电气设备,Electrical Equipment
300154,机械设备,Machinery Equipment
300155,计算机,Computer
300157,采掘,Mining
300158,医药生物,Health Care
300159,国防军工,Military
300160,家用电器,Household Appliances
300161,机械设备,Machinery Equipment
300162,电子,Electronics
300163,化工,Chemicals
300164,采掘,Mining
300165,机械设备,Machinery Equipment
300166,计算机,Computer
300167,计算机,Computer
300168,计算机,Computer
300169,化工,Chemicals
300170,计算机,Computer
300171,机械设备,Machinery Equipment
300172,公用事业,Utilities
300173,机械设备,Machinery Equipment
300174,化工,Chemicals
300175,农林牧渔,Agriculture
300176,非银金融,Non-bank Finance
300177,计算机,Computer
300178,休闲服务,Leisure Services
300179,机械设备,Machinery Equipment
300180,化工,Chemicals
300181,医药生物,Health Care
300182,传媒,Media
300183,通信,Telecommunication
300184,电子,Electronics
300185,电气设备,Electrical Equipment
300187,公用事业,Utilities
300188,计算机,Computer
300189,农林牧渔,Agriculture
300190,公用事业,Utilities
300191,采掘,Mining
300192,传媒,Media
300193,机械设备,Machinery Equipment
300194,医药生物,Health Care
300195,机械设备,Machinery Equipment
300196,化工,Chemicals
300197,建筑装饰,Construction Decoration
300198,建筑材料,Construction Materials
300199,医药生物,Health Care
300200,化工,Chemicals
300201,机械设备,Machinery Equipment
300202,计算机,Computer
300203,公用事业,Utilities
300204,医药生物,Health Care
300205,通信,Telecommunication
300206,医药生物,Health Care
300207,电子,Electronics
300208,电气设备,Electrical Equipment
300209,计算机,Computer
300210,机械设备,Machinery Equipment
300211,通信,Telecommunication
300212,计算机,Computer
300213,通信,Telecommunication
300214,化工,Chemicals
300215,电气设备,Electrical Equipment
300217,家用电器,Household Appliances
300218,化工,Chemicals
300219,电子,Electronics
300220,电子,Electronics
300221,化工,Chemicals
300222,机械设备,Machinery Equipment
300223,电子,Electronics
300224,有色金属,Nonferrous Metal
300225,化工,Chemicals
300226,传媒,Media
300227,电子,Electronics
300228,机械设备,Machinery Equipment
300229,计算机,Computer
300230,化工,Chemicals
300231,计算机,Computer
300232,电子,Electronics
300233,医药生物,Health Care
300234,建筑材料,Construction Materials
300235,计算机,Computer
300236,化工,Chemicals
300237,建筑装饰,Construction Decoration
300238,医药生物,Health Care
300239,医药生物,Health Care
300240,交通运输,Transportation
300241,电子,Electronics
300242,传媒,Media
300243,化工,Chemicals
300244,医药生物,Health Care
300245,计算机,Computer
300246,医药生物,Health Care
300247,家用电器,Household Appliances
300248,计算机,Computer
300249,家用电器,Household Appliances
300250,计算机,Computer
300251,传媒,Media
300252,通信,Telecommunication
300253,计算机,Computer
300254,医药生物,Health Care
300255,医药生物,Health Care
300256,电子,Electronics
300257,机械设备,Machinery Equipment
300258,汽车,Automobile
300259,机械设备,Machinery Equipment
300260,机械设备,Machinery Equipment
300261,化工,Chemicals
300262,公用事业,Utilities
300263,公用事业,Utilities
300264,计算机,Computer
300265,电气设备,Electrical Equipment
300266,公用事业,Utilities
300267,医药生物,Health Care
300268,农林牧渔,Agriculture
300269,传媒,Media
300270,计算机,Computer
300271,计算机,Computer
300272,家用电器,Household Appliances
300273,医药生物,Health Care
300274,电气设备,Electrical Equipment
300275,机械设备,Machinery Equipment
300276,机械设备,Machinery Equipment
300277,计算机,Computer
300278,机械设备,Machinery Equipment
300279,电子,Electronics
300280,传媒,Media
300281,机械设备,Machinery Equipment
300282,传媒,Media
300283,电气设备,Electrical Equipment
300284,建筑装饰,Construction Decoration
300285,化工,Chemicals
300286,电气设备,Electrical Equipment
300287,计算机,Computer
300288,计算机,Computer
300289,医药生物,Health Care
300290,计算机,Computer
300291,传媒,Media
300292,传媒,Media
300293,机械设备,Machinery Equipment
300294,医药生物,Health Care
300295,传媒,Media
300296,电子,Electronics
300297,计算机,Computer
300298,医药生物,Health Care
300299,传媒,Media
300300,计算机,Computer
300301,电子,Electronics
300302,计算机,Computer
300303,电子,Electronics
300304,汽车,Automobile
300305,化工,Chemicals
300306,机械设备,Machinery Equipment
300307,机械设备,Machinery Equipment
300308,通信,Telecommunication
300309,非银金融,Non-bank Finance
300310,通信,Telecommunication
300311,计算机,Computer
300312,通信,Telecommunication
300313,农林牧渔,Agriculture
300314,医药生物,Health Care
300315,传媒,Media
300316,电气设备,Electrical Equipment
300317,电气设备,Electrical Equipment
300318,医药生物,Health Care
300319,电子,Electronics
300320,化工,Chemicals
300321,化工,Chemicals
300322,电子,Electronics
300323,电子,Electronics
300324,计算机,Computer
300325,化工,Chemicals
300326,医药生物,Health Care
300327,电子,Electronics
300328,有色金属,Nonferrous Metal
300329,轻工制造,Light-industry Manufacturing
300330,计算机,Computer
300331,电子,Electronics
300332,公用事业,Utilities
300333,计算机,Computer
300334,公用事业,Utilities
300335,公用事业,Utilities
300336,传媒,Media
300337,有色金属,Nonferrous Metal
300338,传媒,Media
300339,计算机,Computer
300340,电子,Electronics
300341,机械设备,Machinery Equipment
300342,家用电器,Household Appliances
300343,传媒,Media
300344,计算机,Computer
300345,机械设备,Machinery Equipment
300346,电子,Electronics
300347,医药生物,Health Care
300348,计算机,Computer
300349,机械设备,Machinery Equipment
300350,交通运输,Transportation
300351,机械设备,Machinery Equipment
300352,计算机,Computer
300353,通信,Telecommunication
300354,机械设备,Machinery Equipment
300355,建筑装饰,Construction Decoration
300356,电气设备,Electrical Equipment
300357,医药生物,Health Care
300358,医药生物,Health Care
300359,传媒,Media
300360,电气设备,Electrical Equipment
300362,机械设备,Machinery Equipment
300363,医药生物,Health Care
300364,传媒,Media
300365,计算机,Computer
300366,计算机,Computer
300367,计算机,Computer
300368,计算机,Computer
300369,计算机,Computer
300370,机械设备,Machinery Equipment
300371,机械设备,Machinery Equipment
300373,电子,Electronics
300374,建筑材料,Construction Materials
300375,汽车,Automobile
300376,电气设备,Electrical Equipment
300377,计算机,Computer
300378,计算机,Computer
300379,计算机,Computer
300380,计算机,Computer
300381,医药生物,Health Care
300382,机械设备,Machinery Equipment
300383,通信,Telecommunication
300384,建筑装饰,Construction Decoration
300385,机械设备,Machinery Equipment
300386,计算机,Computer
300387,化工,Chemicals
300388,公用事业,Utilities
300389,电子,Electronics
300390,电子,Electronics
300391,机械设备,Machinery Equipment
300392,传媒,Media
300393,电气设备,Electrical Equipment
300394,通信,Telecommunication
300395,有色金属,Nonferrous Metal
300396,医药生物,Health Care
300397,国防军工,Military
300398,化工,Chemicals
300399,计算机,Computer
300400,机械设备,Machinery Equipment
300401,医药生物,Health Care
300402,机械设备,Machinery Equipment
300403,家用电器,Household Appliances
300404,医药生物,Health Care
300405,化工,Chemicals
300406,医药生物,Health Care
300407,电气设备,Electrical Equipment
300408,电子,Electronics
300409,化工,Chemicals
300410,机械设备,Machinery Equipment
300411,机械设备,Machinery Equipment
300412,机械设备,Machinery Equipment
300413,传媒,Media
300414,通信,Telecommunication
300415,机械设备,Machinery Equipment
300416,机械设备,Machinery Equipment
300417,机械设备,Machinery Equipment
300418,传媒,Media
300419,计算机,Computer
300420,机械设备,Machinery Equipment
300421,机械设备,Machinery Equipment
300422,公用事业,Utilities
300423,电气设备,Electrical Equipment
300424,国防军工,Military
300425,公用事业,Utilities
300426,传媒,Media
300427,电气设备,Electrical Equipment
300428,汽车,Automobile
300429,化工,Chemicals
300430,机械设备,Machinery Equipment
300432,汽车,Automobile
300433,电子,Electronics
300434,医药生物,Health Care
300435,公用事业,Utilities
300436,医药生物,Health Care
300437,化工,Chemicals
300438,电子,Electronics
300439,医药生物,Health Care
300440,计算机,Computer
300441,机械设备,Machinery Equipment
300442,机械设备,Machinery Equipment
300443,电气设备,Electrical Equipment
300444,电气设备,Electrical Equipment
300445,机械设备,Machinery Equipment
300446,化工,Chemicals
300447,电气设备,Electrical Equipment
300448,计算机,Computer
300449,计算机,Computer
300450,机械设备,Machinery Equipment
300451,计算机,Computer
300452,医药生物,Health Care
300453,医药生物,Health Care
300454,计算机,Computer
300455,计算机,Computer
300456,电子,Electronics
300457,机械设备,Machinery Equipment
300458,电子,Electronics
300459,传媒,Media
300460,电子,Electronics
300461,机械设备,Machinery Equipment
300462,计算机,Computer
300463,医药生物,Health Care
300464,机械设备,Machinery Equipment
300465,计算机,Computer
300466,电气设备,Electrical Equipment
300467,传媒,Media
300468,计算机,Computer
300469,计算机,Computer
300470,机械设备,Machinery Equipment
300471,机械设备,Machinery Equipment
300472,机械设备,Machinery Equipment
300473,汽车,Automobile
300474,国防军工,Military
300475,家用电器,Household Appliances
300476,电子,Electronics
300477,电气设备,Electrical Equipment
300478,化工,Chemicals
300479,计算机,Computer
300480,机械设备,Machinery Equipment
300481,化工,Chemicals
300482,医药生物,Health Care
300483,机械设备,Machinery Equipment
300484,电气设备,Electrical Equipment
300485,医药生物,Health Care
300486,机械设备,Machinery Equipment
300487,化工,Chemicals
300488,机械设备,Machinery Equipment
300489,有色金属,Nonferrous Metal
300490,电气设备,Electrical Equipment
300491,电气设备,Electrical Equipment
300492,建筑装饰,Construction Decoration
300493,电子,Electronics
300494,传媒,Media
300495,建筑装饰,Construction Decoration
300496,计算机,Computer
300497,医药生物,Health Care
300498,农林牧渔,Agriculture
300499,机械设备,Machinery Equipment
300500,建筑装饰,Construction Decoration
300501,轻工制造,Light-industry Manufacturing
300502,通信,Telecommunication
300503,机械设备,Machinery Equipment
300504,通信,Telecommunication
300505,化工,Chemicals
300506,建筑装饰,Construction Decoration
300507,汽车,Automobile
300508,计算机,Computer
300509,机械设备,Machinery Equipment
300510,电气设备,Electrical Equipment
300511,农林牧渔,Agriculture
300512,机械设备,Machinery Equipment
300513,通信,Telecommunication
300514,电气设备,Electrical Equipment
300515,机械设备,Machinery Equipment
300516,电子,Electronics
300517,建筑装饰,Construction Decoration
300518,传媒,Media
300519,医药生物,Health Care
300520,计算机,Computer
300521,机械设备,Machinery Equipment
300522,化工,Chemicals
300523,计算机,Computer
300525,计算机,Computer
300526,纺织服装,Textile and Apparel
300527,国防军工,Military
300528,传媒,Media
300529,医药生物,Health Care
300530,化工,Chemicals
300531,通信,Telecommunication
300532,计算机,Computer
300533,传媒,Media
300534,医药生物,Health Care
300535,化工,Chemicals
300536,建筑装饰,Construction Decoration
300537,化工,Chemicals
300538,化工,Chemicals
300539,化工,Chemicals
300540,机械设备,Machinery Equipment
300541,计算机,Computer
300542,计算机,Computer
300543,电子,Electronics
300545,电子,Electronics
300546,计算机,Computer
300547,汽车,Automobile
300548,通信,Telecommunication
300549,机械设备,Machinery Equipment
300550,计算机,Computer
300551,机械设备,Machinery Equipment
300552,计算机,Computer
300553,机械设备,Machinery Equipment
300554,机械设备,Machinery Equipment
300555,通信,Telecommunication
300556,计算机,Computer
300557,机械设备,Machinery Equipment
300558,医药生物,Health Care
300559,计算机,Computer
300560,通信,Telecommunication
300561,计算机,Computer
300562,医药生物,Health Care
300563,通信,Telecommunication
300564,建筑装饰,Construction Decoration
300565,通信,Telecommunication
300566,电子,Electronics
