,jq_l1_industry_code,jq_l1_industry_name,jq_l2_industry_code,jq_l2_industry_name,sw_l1_industry_code,sw_l1_industry_name,sw_l2_industry_code,sw_l2_industry_name,sw_l2_industry_code,sw_l2_industry_name,zjw_industry_code,zjw_industry_name
002693.XSHE,HY006,医疗保健指数,HY491,生物科技指数,801150,医药生物I,801152,生物制品II,851531,生物制品III,C27,医药制造业
002694.XSHE,HY003,工业指数,HY421,建筑产品指数,801710,建筑材料I,801713,其他建材II,850616,管材III,C29,橡胶和塑料制品业
002695.XSHE,HY005,日常消费指数,HY481,食品加工与肉类指数,801120,食品饮料I,801124,食品加工II,851241,肉制品III,C13,农副食品加工业
002696.XSHE,HY005,日常消费指数,HY481,食品加工与肉类指数,801010,农林牧渔I,801015,渔业II,850122,水产养殖III,A04,渔业
002697.XSHE,HY005,日常消费指数,HY476,大卖场与超市指数,801200,商业贸易I,801203,一般零售II,852032,超市III,F52,零售业
002698.XSHE,HY003,工业指数,HY427,工业机械指数,801890,机械设备I,801074,专用设备II,850725,冶金矿采化工设备III,C35,专用设备制造业
002699.XSHE,HY004,可选消费指数,HY453,服装、服饰与奢侈品指数,801760,传媒I,801761,文化传媒II,852242,影视动漫III,R87,文化艺术业
002700.XSHE,HY010,公用事业指数,HY529,燃气指数,801160,公用事业I,801163,燃气II,851631,燃气III,D45,燃气生产和供应业
002701.XSHE,HY002,材料指数,HY411,金属与玻璃容器指数,801140,轻工制造I,801141,包装印刷II,851421,包装印刷III,C33,金属制品业
002702.XSHE,HY005,日常消费指数,HY481,食品加工与肉类指数,801120,食品饮料I,801124,食品加工II,851244,食品综合III,C13,农副食品加工业
002703.XSHE,HY004,可选消费指数,HY442,机动车零配件与设备指数,801880,汽车I,801093,汽车零部件II,850921,汽车零部件III,C36,汽车制造业
002705.XSHE,HY004,可选消费指数,HY449,家用电器指数,801110,家用电器I,801111,白色家电II,851114,小家电III,C38,电气机械和器材制造业
002706.XSHE,HY003,工业指数,HY423,电气部件与设备指数,801730,电气设备I,801734,高低压设备II,857343,低压设备III,C38,电气机械和器材制造业
002707.XSHE,HY004,可选消费指数,HY457,酒店、度假村与豪华游轮指数,801210,休闲服务I,801214,旅游综合II,852131,旅游综合III,L72,商务服务业
002708.XSHE,HY004,可选消费指数,HY442,机动车零配件与设备指数,801880,汽车I,801093,汽车零部件II,850921,汽车零部件III,C36,汽车制造业
002709.XSHE,HY002,材料指数,HY409,特种化工指数,801030,化工I,801034,化学制品II,850339,其他化学制品III,C26,化学原料和化学制品制造业
002711.XSHE,HY003,工业指数,HY434,航空货运与物流指数,801170,交通运输I,801178,物流II,851781,物流III,G59,仓储业
002712.XSHE,HY004,可选消费指数,HY460,广告指数,801760,传媒I,801751,营销传播II,852243,营销服务III,L72,商务服务业
002713.XSHE,HY003,工业指数,HY422,建筑与工程指数,801720,建筑装饰I,801722,装修装饰II,857221,装修装饰III,E50,建筑装饰和其他建筑业
002714.XSHE,HY005,日常消费指数,HY481,食品加工与肉类指数,801010,农林牧渔I,801017,畜禽养殖II,850171,畜禽养殖III,A03,畜牧业
002715.XSHE,HY004,可选消费指数,HY442,机动车零配件与设备指数,801880,汽车I,801093,汽车零部件II,850921,汽车零部件III,C36,汽车制造业
002716.XSHE,HY002,材料指数,HY597,白银指数,801050,有色金属I,801054,稀有金属II,850544,其他稀有小金属III,C32,有色金属冶炼和压延加工业
002717.XSHE,HY003,工业指数,HY422,建筑与工程指数,801720,建筑装饰I,801725,园林工程II,857251,园林工程III,N77,生态保护和环境治理业
002718.XSHE,HY003,工业指数,HY421,建筑产品指数,801710,建筑材料I,801713,其他建材II,850614,其他建材III,C41,其他制造业
002719.XSHE,HY005,日常消费指数,HY481,食品加工与肉类指数,801120,食品饮料I,801124,食品加工II,851244,食品综合III,C14,食品制造业
002721.XSHE,HY004,可选消费指数,HY453,服装、服饰与奢侈品指数,801140,轻工制造I,801142,家用轻工II,851434,珠宝首饰III,C41,其他制造业
002722.XSHE,HY003,工业指数,HY427,工业机械指数,801890,机械设备I,801074,专用设备II,850721,纺织服装设备III,C33,金属制品业
002723.XSHE,HY004,可选消费指数,HY449,家用电器指数,801110,家用电器I,801111,白色家电II,851114,小家电III,C38,电气机械和器材制造业
002724.XSHE,HY003,工业指数,HY423,电气部件与设备指数,801080,电子I,801082,其他电子II,850841,其他电子III,C38,电气机械和器材制造业
002725.XSHE,HY004,可选消费指数,HY442,机动车零配件与设备指数,801880,汽车I,801093,汽车零部件II,850921,汽车零部件III,C36,汽车制造业
002726.XSHE,HY005,日常消费指数,HY481,食品加工与肉类指数,801120,食品饮料I,801124,食品加工II,851241,肉制品III,C13,农副食品加工业
002727.XSHE,HY005,日常消费指数,HY473,药品零售指数,801150,医药生物I,801154,医药商业II,851541,医药商业III,F52,零售业
002728.XSHE,HY006,医疗保健指数,HY492,西药指数,801150,医药生物I,801155,中药II,851521,中药III,C27,医药制造业
002729.XSHE,HY003,工业指数,HY423,电气部件与设备指数,801080,电子I,801082,其他电子II,850841,其他电子III,C39,计算机、通信和其他电子设备制造业
002730.XSHE,HY003,工业指数,HY423,电气部件与设备指数,801890,机械设备I,801074,专用设备II,850725,冶金矿采化工设备III,C35,专用设备制造业
002731.XSHE,HY004,可选消费指数,HY453,服装、服饰与奢侈品指数,801140,轻工制造I,801142,家用轻工II,851434,珠宝首饰III,C41,其他制造业
002732.XSHE,HY005,日常消费指数,HY481,食品加工与肉类指数,801120,食品饮料I,801124,食品加工II,851243,乳品III,C14,食品制造业
002733.XSHE,HY003,工业指数,HY423,电气部件与设备指数,801730,电气设备I,801733,电源设备II,857335,储能设备III,C38,电气机械和器材制造业
002734.XSHE,HY002,材料指数,HY407,化肥与农用化工指数,801030,化工I,801034,化学制品II,850333,农药III,C26,化学原料和化学制品制造业
002735.XSHE,HY002,材料指数,HY411,金属与玻璃容器指数,801140,轻工制造I,801141,包装印刷II,851421,包装印刷III,C29,橡胶和塑料制品业
002736.XSHE,HY007,金融指数,HY501,投资银行业与经纪业指数,801790,非银金融I,801193,证券II,851931,证券III,J67,资本市场服务
002737.XSHE,HY006,医疗保健指数,HY572,中药指数,801150,医药生物I,801155,中药II,851521,中药III,C27,医药制造业
002738.XSHE,HY003,工业指数,HY591,调查和咨询服务指数,801050,有色金属I,801054,稀有金属II,850543,锂III,C32,有色金属冶炼和压延加工业
002739.XSHE,HY004,可选消费指数,HY462,电影与娱乐指数,801760,传媒I,801761,文化传媒II,852242,影视动漫III,R86,广播、电视、电影和影视录音制作业
002740.XSHE,HY004,可选消费指数,HY453,服装、服饰与奢侈品指数,801140,轻工制造I,801142,家用轻工II,851434,珠宝首饰III,C18,纺织服装、服饰业
002741.XSHE,HY002,材料指数,HY405,基础化工指数,801030,化工I,801034,化学制品II,850339,其他化学制品III,C26,化学原料和化学制品制造业
002742.XSHE,HY002,材料指数,HY410,建材指数,801710,建筑材料I,801713,其他建材II,850614,其他建材III,C30,非金属矿物制品业
002743.XSHE,HY003,工业指数,HY422,建筑与工程指数,801720,建筑装饰I,801724,专业工程II,857241,钢结构III,C33,金属制品业
002745.XSHE,HY008,信息技术指数,HY524,半导体产品指数,801080,电子I,801084,光学光电子II,850832,LEDIII,C38,电气机械和器材制造业
002746.XSHE,HY005,日常消费指数,HY481,食品加工与肉类指数,801010,农林牧渔I,801017,畜禽养殖II,850171,畜禽养殖III,A03,畜牧业
002747.XSHE,HY003,工业指数,HY423,电气部件与设备指数,801890,机械设备I,801072,通用机械II,850716,其它通用机械III,C40,仪器仪表制造业
002748.XSHE,HY002,材料指数,HY409,特种化工指数,801030,化工I,801034,化学制品II,850339,其他化学制品III,C26,化学原料和化学制品制造业
002749.XSHE,HY002,材料指数,HY407,化肥与农用化工指数,801030,化工I,801034,化学制品II,850333,农药III,C26,化学原料和化学制品制造业
002750.XSHE,HY006,医疗保健指数,HY572,中药指数,801150,医药生物I,801155,中药II,851521,中药III,C27,医药制造业
002751.XSHE,HY003,工业指数,HY433,办公服务与用品指数,801140,轻工制造I,801144,其他轻工制造II,851441,其他轻工制造III,C21,家具制造业
002752.XSHE,HY002,材料指数,HY411,金属与玻璃容器指数,801140,轻工制造I,801141,包装印刷II,851421,包装印刷III,C33,金属制品业
002753.XSHE,HY002,材料指数,HY405,基础化工指数,801030,化工I,801037,橡胶II,850363,炭黑III,C26,化学原料和化学制品制造业
002755.XSHE,HY006,医疗保健指数,HY492,西药指数,801150,医药生物I,801151,化学制药II,851512,化学制剂III,C27,医药制造业
002756.XSHE,HY002,材料指数,HY417,钢铁指数,801040,钢铁I,801041,钢铁II,850412,特钢III,C31,黑色金属冶炼和压延加工业
002757.XSHE,HY003,工业指数,HY427,工业机械指数,801890,机械设备I,801074,专用设备II,850727,其它专用机械III,C35,专用设备制造业
002758.XSHE,HY006,医疗保健指数,HY487,保健护理产品经销商指数,801150,医药生物I,801154,医药商业II,851541,医药商业III,F51,批发业
002759.XSHE,HY004,可选消费指数,HY449,家用电器指数,801110,家用电器I,801111,白色家电II,851114,小家电III,C38,电气机械和器材制造业
002760.XSHE,HY003,工业指数,HY427,工业机械指数,801890,机械设备I,801072,通用机械II,850713,磨具磨料III,C33,金属制品业
002761.XSHE,HY004,可选消费指数,HY455,纺织品指数,801720,建筑装饰I,801721,房屋建设II,850623,房屋建设III,E48,土木工程建筑业
002762.XSHE,HY004,可选消费指数,HY453,服装、服饰与奢侈品指数,801130,纺织服装I,801132,服装家纺II,851327,其他服装III,C18,纺织服装、服饰业
002763.XSHE,HY004,可选消费指数,HY453,服装、服饰与奢侈品指数,801130,纺织服装I,801132,服装家纺II,851327,其他服装III,C18,纺织服装、服饰业
002765.XSHE,HY004,可选消费指数,HY442,机动车零配件与设备指数,801880,汽车I,801093,汽车零部件II,850921,汽车零部件III,C36,汽车制造业
002766.XSHE,HY004,可选消费指数,HY442,机动车零配件与设备指数,801750,计算机I,801222,计算机应用II,852226,IT服务III,C39,计算机、通信和其他电子设备制造业
002767.XSHE,HY003,工业指数,HY427,工业机械指数,801730,电气设备I,801732,电气自动化设备II,857323,计量仪表III,C40,仪器仪表制造业
002768.XSHE,HY002,材料指数,HY405,基础化工指数,801030,化工I,801036,塑料II,850353,改性塑料III,C29,橡胶和塑料制品业
002769.XSHE,HY003,工业指数,HY588,综合支持服务指数,801170,交通运输I,801178,物流II,851781,物流III,L72,商务服务业
002770.XSHE,HY005,日常消费指数,HY481,食品加工与肉类指数,801120,食品饮料I,801124,食品加工II,851243,乳品III,C14,食品制造业
002771.XSHE,HY008,信息技术指数,HY511,信息科技咨询与其它服务指数,801750,计算机I,801222,计算机应用II,852226,IT服务III,I65,软件和信息技术服务业
002772.XSHE,HY005,日常消费指数,HY480,农产品指数,801010,农林牧渔I,801016,种植业II,850112,粮食种植III,A01,农业
002773.XSHE,HY006,医疗保健指数,HY572,中药指数,801150,医药生物I,801151,化学制药II,851512,化学制剂III,C27,医药制造业
002774.XSHE,HY003,工业指数,HY427,工业机械指数,801890,机械设备I,801074,专用设备II,850728,楼宇设备III,C34,通用设备制造业
002775.XSHE,HY003,工业指数,HY422,建筑与工程指数,801720,建筑装饰I,801725,园林工程II,857251,园林工程III,E48,土木工程建筑业
002776.XSHE,HY004,可选消费指数,HY453,服装、服饰与奢侈品指数,801130,纺织服装I,801132,服装家纺II,851324,休闲服装III,M74,专业技术服务业
002777.XSHE,HY008,信息技术指数,HY513,应用软件指数,801750,计算机I,801222,计算机应用II,852226,IT服务III,I65,软件和信息技术服务业
002778.XSHE,HY001,能源指数,HY404,石油与天然气的炼制和销售指数,801030,化工I,801035,石油化工II,850311,石油加工III,C25,石油加工、炼焦和核燃料加工业
002779.XSHE,HY003,工业指数,HY427,工业机械指数,801890,机械设备I,801074,专用设备II,850727,其它专用机械III,C35,专用设备制造业
002780.XSHE,HY004,可选消费指数,HY453,服装、服饰与奢侈品指数,801130,纺织服装I,801132,服装家纺II,851327,其他服装III,F52,零售业
002781.XSHE,HY003,工业指数,HY422,建筑与工程指数,801720,建筑装饰I,801722,装修装饰II,857221,装修装饰III,E50,建筑装饰和其他建筑业
002782.XSHE,HY008,信息技术指数,HY519,电子元件指数,801080,电子I,801085,电子制造II,850852,电子零部件制造III,C39,计算机、通信和其他电子设备制造业
002783.XSHE,HY002,材料指数,HY405,基础化工指数,801030,化工I,801034,化学制品II,850337,民爆用品III,C26,化学原料和化学制品制造业
002785.XSHE,HY002,材料指数,HY410,建材指数,801710,建筑材料I,801713,其他建材II,850614,其他建材III,C30,非金属矿物制品业
002786.XSHE,HY003,工业指数,HY427,工业机械指数,801890,机械设备I,801074,专用设备II,850727,其它专用机械III,C35,专用设备制造业
002787.XSHE,HY002,材料指数,HY411,金属与玻璃容器指数,801140,轻工制造I,801141,包装印刷II,851421,包装印刷III,C33,金属制品业
002788.XSHE,HY006,医疗保健指数,HY487,保健护理产品经销商指数,801150,医药生物I,801154,医药商业II,851541,医药商业III,F51,批发业
002789.XSHE,HY003,工业指数,HY422,建筑与工程指数,801720,建筑装饰I,801722,装修装饰II,857221,装修装饰III,E50,建筑装饰和其他建筑业
002790.XSHE,HY003,工业指数,HY421,建筑产品指数,801140,轻工制造I,801142,家用轻工II,851433,其他家用轻工III,C29,橡胶和塑料制品业
002791.XSHE,HY003,工业指数,HY421,建筑产品指数,801710,建筑材料I,801713,其他建材II,850614,其他建材III,C33,金属制品业
