,jq_l1_industry_code,jq_l1_industry_name,jq_l2_industry_code,jq_l2_industry_name,sw_l1_industry_code,sw_l1_industry_name,sw_l2_industry_code,sw_l2_industry_name,sw_l2_industry_code,sw_l2_industry_name,zjw_industry_code,zjw_industry_name
300141.XSHE,HY003,工业指数,HY423,电气部件与设备指数,801730,电气设备I,801733,电源设备II,857335,储能设备III,C38,电气机械和器材制造业
300142.XSHE,HY006,医疗保健指数,HY491,生物科技指数,801150,医药生物I,801152,生物制品II,851531,生物制品III,C27,医药制造业
300143.XSHE,HY006,医疗保健指数,HY485,医疗保健设备指数,801150,医药生物I,801156,医疗服务II,851561,医疗服务III,Q83,卫生
300144.XSHE,HY004,可选消费指数,HY458,休闲设施指数,801210,休闲服务I,801212,景点II,852111,人工景点III,R87,文化艺术业
300145.XSHE,HY003,工业指数,HY432,环境与设施服务指数,801890,机械设备I,801072,通用机械II,850716,其它通用机械III,C34,通用设备制造业
300146.XSHE,HY005,日常消费指数,HY481,食品加工与肉类指数,801120,食品饮料I,801124,食品加工II,851244,食品综合III,C14,食品制造业
300147.XSHE,HY006,医疗保健指数,HY572,中药指数,801150,医药生物I,801155,中药II,851521,中药III,C27,医药制造业
300148.XSHE,HY004,可选消费指数,HY463,出版指数,801760,传媒I,801752,互联网传媒II,852222,移动互联网服务III,I64,互联网和相关服务
300149.XSHE,HY006,医疗保健指数,HY579,生命科学工具和服务指数,801150,医药生物I,801156,医疗服务II,851561,医疗服务III,M73,研究和试验发展
300150.XSHE,HY008,信息技术指数,HY511,信息科技咨询与其它服务指数,801750,计算机I,801222,计算机应用II,852226,IT服务III,I65,软件和信息技术服务业
300151.XSHE,HY003,工业指数,HY427,工业机械指数,801890,机械设备I,801074,专用设备II,850727,其它专用机械III,C35,专用设备制造业
300152.XSHE,HY003,工业指数,HY432,环境与设施服务指数,801160,公用事业I,801162,环保工程及服务II,851641,环保工程及服务III,N77,生态保护和环境治理业
300153.XSHE,HY003,工业指数,HY423,电气部件与设备指数,801730,电气设备I,801733,电源设备II,857336,其它电源设备III,C38,电气机械和器材制造业
300154.XSHE,HY003,工业指数,HY427,工业机械指数,801890,机械设备I,801072,通用机械II,850716,其它通用机械III,C34,通用设备制造业
300155.XSHE,HY008,信息技术指数,HY596,电子设备和仪器指数,801750,计算机I,801101,计算机设备II,851021,计算机设备III,C39,计算机、通信和其他电子设备制造业
300156.XSHE,,,,,,,,,,,C35,专用设备制造业
300157.XSHE,HY001,能源指数,HY401,石油天然气设备与服务指数,801020,采掘I,801024,采掘服务II,850241,油气钻采服务III,B11,开采辅助活动
300158.XSHE,HY006,医疗保健指数,HY572,中药指数,801150,医药生物I,801151,化学制药II,851512,化学制剂III,C27,医药制造业
300159.XSHE,HY003,工业指数,HY420,航天航空与国防指数,801740,国防军工I,801742,航空装备II,857421,航空装备III,C37,铁路、船舶、航空航天和其他运输设备制造业
300160.XSHE,HY004,可选消费指数,HY449,家用电器指数,801110,家用电器I,801111,白色家电II,851115,家电零部件III,C30,非金属矿物制品业
300161.XSHE,HY003,工业指数,HY427,工业机械指数,801890,机械设备I,801072,通用机械II,850711,机床工具III,C34,通用设备制造业
300162.XSHE,HY008,信息技术指数,HY596,电子设备和仪器指数,801080,电子I,801084,光学光电子II,850832,LEDIII,C39,计算机、通信和其他电子设备制造业
300163.XSHE,HY002,材料指数,HY410,建材指数,801030,化工I,801034,化学制品II,850339,其他化学制品III,C41,其他制造业
300164.XSHE,HY001,能源指数,HY401,石油天然气设备与服务指数,801020,采掘I,801024,采掘服务II,850241,油气钻采服务III,B11,开采辅助活动
300165.XSHE,HY008,信息技术指数,HY596,电子设备和仪器指数,801890,机械设备I,801073,仪器仪表II,850731,仪器仪表III,C40,仪器仪表制造业
300166.XSHE,HY008,信息技术指数,HY513,应用软件指数,801750,计算机I,801222,计算机应用II,852226,IT服务III,I65,软件和信息技术服务业
300167.XSHE,HY008,信息技术指数,HY511,信息科技咨询与其它服务指数,801750,计算机I,801222,计算机应用II,852226,IT服务III,I65,软件和信息技术服务业
300168.XSHE,HY008,信息技术指数,HY511,信息科技咨询与其它服务指数,801750,计算机I,801222,计算机应用II,852226,IT服务III,I65,软件和信息技术服务业
300169.XSHE,HY002,材料指数,HY405,基础化工指数,801030,化工I,801034,化学制品II,850339,其他化学制品III,C29,橡胶和塑料制品业
300170.XSHE,HY008,信息技术指数,HY511,信息科技咨询与其它服务指数,801750,计算机I,801222,计算机应用II,852226,IT服务III,I65,软件和信息技术服务业
300171.XSHE,HY003,工业指数,HY427,工业机械指数,801890,机械设备I,801074,专用设备II,850727,其它专用机械III,C35,专用设备制造业
300172.XSHE,HY003,工业指数,HY432,环境与设施服务指数,801160,公用事业I,801162,环保工程及服务II,851641,环保工程及服务III,N77,生态保护和环境治理业
300173.XSHE,HY003,工业指数,HY427,工业机械指数,801890,机械设备I,801074,专用设备II,850727,其它专用机械III,C35,专用设备制造业
300174.XSHE,HY002,材料指数,HY405,基础化工指数,801030,化工I,801034,化学制品II,850339,其他化学制品III,C26,化学原料和化学制品制造业
300175.XSHE,HY005,日常消费指数,HY480,农产品指数,801010,农林牧渔I,801012,农产品加工II,850151,果蔬加工III,C13,农副食品加工业
300176.XSHE,HY004,可选消费指数,HY442,机动车零配件与设备指数,801790,非银金融I,801191,多元金融II,851921,多元金融III,C36,汽车制造业
300177.XSHE,HY003,工业指数,HY420,航天航空与国防指数,801750,计算机I,801101,计算机设备II,851021,计算机设备III,C39,计算机、通信和其他电子设备制造业
300178.XSHE,HY004,可选消费指数,HY457,酒店、度假村与豪华游轮指数,801210,休闲服务I,801214,旅游综合II,852131,旅游综合III,L72,商务服务业
300179.XSHE,HY002,材料指数,HY414,金属非金属指数,801890,机械设备I,801072,通用机械II,850713,磨具磨料III,C30,非金属矿物制品业
300180.XSHE,HY002,材料指数,HY405,基础化工指数,801030,化工I,801036,塑料II,850352,合成革III,C29,橡胶和塑料制品业
300181.XSHE,HY006,医疗保健指数,HY572,中药指数,801150,医药生物I,801155,中药II,851521,中药III,C27,医药制造业
300182.XSHE,HY008,信息技术指数,HY511,信息科技咨询与其它服务指数,801760,传媒I,801761,文化传媒II,852242,影视动漫III,R86,广播、电视、电影和影视录音制作业
300183.XSHE,HY008,信息技术指数,HY524,半导体产品指数,801770,通信I,801102,通信设备II,851012,终端设备III,I65,软件和信息技术服务业
300184.XSHE,HY008,信息技术指数,HY521,技术产品经销商指数,801080,电子I,801082,其他电子II,850841,其他电子III,F51,批发业
300185.XSHE,HY003,工业指数,HY427,工业机械指数,801730,电气设备I,801733,电源设备II,857332,风电设备III,C34,通用设备制造业
300186.XSHE,,,,,,,,,,,C27,医药制造业
300187.XSHE,HY003,工业指数,HY432,环境与设施服务指数,801160,公用事业I,801162,环保工程及服务II,851641,环保工程及服务III,N77,生态保护和环境治理业
300188.XSHE,HY008,信息技术指数,HY513,应用软件指数,801750,计算机I,801222,计算机应用II,852225,软件开发III,I65,软件和信息技术服务业
300189.XSHE,HY005,日常消费指数,HY480,农产品指数,801010,农林牧渔I,801016,种植业II,850111,种子生产III,A01,农业
300190.XSHE,HY003,工业指数,HY432,环境与设施服务指数,801160,公用事业I,801162,环保工程及服务II,851641,环保工程及服务III,N77,生态保护和环境治理业
300191.XSHE,HY001,能源指数,HY401,石油天然气设备与服务指数,801020,采掘I,801024,采掘服务II,850241,油气钻采服务III,B11,开采辅助活动
300192.XSHE,HY002,材料指数,HY409,特种化工指数,801760,传媒I,801761,文化传媒II,852244,其他文化传媒III,C26,化学原料和化学制品制造业
300193.XSHE,HY003,工业指数,HY427,工业机械指数,801890,机械设备I,801072,通用机械II,850716,其它通用机械III,C34,通用设备制造业
300194.XSHE,HY006,医疗保健指数,HY492,西药指数,801150,医药生物I,801151,化学制药II,851512,化学制剂III,C27,医药制造业
300195.XSHE,HY003,工业指数,HY427,工业机械指数,801890,机械设备I,801074,专用设备II,850726,印刷包装机械III,C35,专用设备制造业
300196.XSHE,HY002,材料指数,HY410,建材指数,801030,化工I,801034,化学制品II,850373,玻纤III,C30,非金属矿物制品业
300197.XSHE,HY003,工业指数,HY422,建筑与工程指数,801720,建筑装饰I,801725,园林工程II,857251,园林工程III,N77,生态保护和环境治理业
300198.XSHE,HY003,工业指数,HY421,建筑产品指数,801710,建筑材料I,801713,其他建材II,850616,管材III,C29,橡胶和塑料制品业
300199.XSHE,HY006,医疗保健指数,HY491,生物科技指数,801150,医药生物I,801151,化学制药II,851512,化学制剂III,C27,医药制造业
300200.XSHE,HY002,材料指数,HY405,基础化工指数,801030,化工I,801034,化学制品II,850372,聚氨酯III,C26,化学原料和化学制品制造业
300201.XSHE,HY003,工业指数,HY426,建筑机械与重型卡车指数,801890,机械设备I,801074,专用设备II,850727,其它专用机械III,C35,专用设备制造业
300202.XSHE,HY008,信息技术指数,HY596,电子设备和仪器指数,801750,计算机I,801101,计算机设备II,851021,计算机设备III,C34,通用设备制造业
300203.XSHE,HY008,信息技术指数,HY596,电子设备和仪器指数,801160,公用事业I,801162,环保工程及服务II,851641,环保工程及服务III,C40,仪器仪表制造业
300204.XSHE,HY006,医疗保健指数,HY491,生物科技指数,801150,医药生物I,801152,生物制品II,851531,生物制品III,C27,医药制造业
300205.XSHE,HY008,信息技术指数,HY596,电子设备和仪器指数,801770,通信I,801102,通信设备II,851012,终端设备III,C39,计算机、通信和其他电子设备制造业
300206.XSHE,HY006,医疗保健指数,HY485,医疗保健设备指数,801150,医药生物I,801153,医疗器械II,851551,医疗器械III,C35,专用设备制造业
300207.XSHE,HY003,工业指数,HY423,电气部件与设备指数,801080,电子I,801085,电子制造II,850852,电子零部件制造III,C38,电气机械和器材制造业
300208.XSHE,HY003,工业指数,HY423,电气部件与设备指数,801730,电气设备I,801732,电气自动化设备II,857322,工控自动化III,C38,电气机械和器材制造业
300209.XSHE,HY008,信息技术指数,HY511,信息科技咨询与其它服务指数,801750,计算机I,801222,计算机应用II,852225,软件开发III,I65,软件和信息技术服务业
300210.XSHE,HY003,工业指数,HY426,建筑机械与重型卡车指数,801890,机械设备I,801074,专用设备II,850727,其它专用机械III,C35,专用设备制造业
300211.XSHE,HY008,信息技术指数,HY516,通信设备指数,801770,通信I,801102,通信设备II,851013,通信传输设备III,C39,计算机、通信和其他电子设备制造业
300212.XSHE,HY008,信息技术指数,HY511,信息科技咨询与其它服务指数,801750,计算机I,801222,计算机应用II,852226,IT服务III,I65,软件和信息技术服务业
300213.XSHE,HY008,信息技术指数,HY516,通信设备指数,801770,通信I,801102,通信设备II,851012,终端设备III,C39,计算机、通信和其他电子设备制造业
300214.XSHE,HY002,材料指数,HY409,特种化工指数,801030,化工I,801034,化学制品II,850339,其他化学制品III,C26,化学原料和化学制品制造业
300215.XSHE,HY003,工业指数,HY591,调查和咨询服务指数,801730,电气设备I,801734,高低压设备II,857341,高压设备III,M74,专业技术服务业
300216.XSHE,,,,,,,,,,,C35,专用设备制造业
300217.XSHE,HY004,可选消费指数,HY449,家用电器指数,801110,家用电器I,801111,白色家电II,851115,家电零部件III,C38,电气机械和器材制造业
300218.XSHE,HY002,材料指数,HY405,基础化工指数,801030,化工I,801036,塑料II,850352,合成革III,C29,橡胶和塑料制品业
300219.XSHE,HY008,信息技术指数,HY524,半导体产品指数,801080,电子I,801084,光学光电子II,850832,LEDIII,C39,计算机、通信和其他电子设备制造业
300220.XSHE,HY008,信息技术指数,HY596,电子设备和仪器指数,801080,电子I,801082,其他电子II,850841,其他电子III,C39,计算机、通信和其他电子设备制造业
300221.XSHE,HY002,材料指数,HY405,基础化工指数,801030,化工I,801036,塑料II,850353,改性塑料III,C29,橡胶和塑料制品业
300222.XSHE,HY003,工业指数,HY427,工业机械指数,801890,机械设备I,801072,通用机械II,850716,其它通用机械III,C38,电气机械和器材制造业
300223.XSHE,HY008,信息技术指数,HY524,半导体产品指数,801080,电子I,801081,半导体II,850811,集成电路III,C39,计算机、通信和其他电子设备制造业
300224.XSHE,HY002,材料指数,HY414,金属非金属指数,801050,有色金属I,801051,金属非金属新材料II,850522,磁性材料III,C30,非金属矿物制品业
300225.XSHE,HY002,材料指数,HY409,特种化工指数,801030,化工I,801034,化学制品II,850335,涂料油漆油墨制造III,C26,化学原料和化学制品制造业
300226.XSHE,HY008,信息技术指数,HY510,互联网软件与服务指数,801760,传媒I,801752,互联网传媒II,852221,互联网信息服务III,I64,互联网和相关服务
300227.XSHE,HY008,信息技术指数,HY519,电子元件指数,801080,电子I,801085,电子制造II,850852,电子零部件制造III,C39,计算机、通信和其他电子设备制造业
300228.XSHE,HY003,工业指数,HY427,工业机械指数,801890,机械设备I,801075,金属制品II,850751,金属制品III,C35,专用设备制造业
300229.XSHE,HY008,信息技术指数,HY513,应用软件指数,801750,计算机I,801222,计算机应用II,852225,软件开发III,I65,软件和信息技术服务业
300230.XSHE,HY003,工业指数,HY427,工业机械指数,801030,化工I,801036,塑料II,850351,其他塑料制品III,C29,橡胶和塑料制品业
300231.XSHE,HY008,信息技术指数,HY511,信息科技咨询与其它服务指数,801750,计算机I,801222,计算机应用II,852226,IT服务III,I65,软件和信息技术服务业
300232.XSHE,HY008,信息技术指数,HY596,电子设备和仪器指数,801080,电子I,801084,光学光电子II,850832,LEDIII,C39,计算机、通信和其他电子设备制造业
300233.XSHE,HY006,医疗保健指数,HY492,西药指数,801150,医药生物I,801151,化学制药II,851512,化学制剂III,C27,医药制造业
300234.XSHE,HY003,工业指数,HY421,建筑产品指数,801710,建筑材料I,801713,其他建材II,850614,其他建材III,C30,非金属矿物制品业
300235.XSHE,HY008,信息技术指数,HY513,应用软件指数,801750,计算机I,801222,计算机应用II,852225,软件开发III,I65,软件和信息技术服务业
300236.XSHE,HY002,材料指数,HY409,特种化工指数,801030,化工I,801034,化学制品II,850339,其他化学制品III,C26,化学原料和化学制品制造业
300237.XSHE,HY003,工业指数,HY422,建筑与工程指数,801720,建筑装饰I,801725,园林工程II,857251,园林工程III,E48,土木工程建筑业
300238.XSHE,HY006,医疗保健指数,HY491,生物科技指数,801150,医药生物I,801153,医疗器械II,851551,医疗器械III,C35,专用设备制造业
300239.XSHE,HY006,医疗保健指数,HY491,生物科技指数,801150,医药生物I,801152,生物制品II,851531,生物制品III,C27,医药制造业
300240.XSHE,HY003,工业指数,HY434,航空货运与物流指数,801170,交通运输I,801178,物流II,851781,物流III,G59,仓储业
300241.XSHE,HY008,信息技术指数,HY524,半导体产品指数,801080,电子I,801084,光学光电子II,850832,LEDIII,C39,计算机、通信和其他电子设备制造业
300242.XSHE,HY004,可选消费指数,HY460,广告指数,801760,传媒I,801751,营销传播II,852243,营销服务III,I64,互联网和相关服务
300243.XSHE,HY002,材料指数,HY409,特种化工指数,801030,化工I,801034,化学制品II,850339,其他化学制品III,C26,化学原料和化学制品制造业
300244.XSHE,HY006,医疗保健指数,HY488,保健护理服务指数,801150,医药生物I,801153,医疗器械II,851551,医疗器械III,Q83,卫生
300245.XSHE,HY008,信息技术指数,HY512,数据处理与外包服务指数,801750,计算机I,801222,计算机应用II,852226,IT服务III,I65,软件和信息技术服务业
300246.XSHE,HY006,医疗保健指数,HY485,医疗保健设备指数,801150,医药生物I,801153,医疗器械II,851551,医疗器械III,C35,专用设备制造业
300247.XSHE,HY004,可选消费指数,HY449,家用电器指数,801110,家用电器I,801111,白色家电II,851114,小家电III,C38,电气机械和器材制造业
300248.XSHE,HY008,信息技术指数,HY511,信息科技咨询与其它服务指数,801750,计算机I,801222,计算机应用II,852226,IT服务III,I65,软件和信息技术服务业
300249.XSHE,HY003,工业指数,HY432,环境与设施服务指数,801110,家用电器I,801111,白色家电II,851112,空调III,I65,软件和信息技术服务业
300250.XSHE,HY008,信息技术指数,HY516,通信设备指数,801750,计算机I,801222,计算机应用II,852226,IT服务III,I65,软件和信息技术服务业
300251.XSHE,HY004,可选消费指数,HY462,电影与娱乐指数,801760,传媒I,801761,文化传媒II,852242,影视动漫III,R86,广播、电视、电影和影视录音制作业
300252.XSHE,HY008,信息技术指数,HY516,通信设备指数,801770,通信I,801102,通信设备II,851013,通信传输设备III,C38,电气机械和器材制造业
300253.XSHE,HY008,信息技术指数,HY513,应用软件指数,801750,计算机I,801222,计算机应用II,852225,软件开发III,I65,软件和信息技术服务业
300254.XSHE,HY006,医疗保健指数,HY492,西药指数,801150,医药生物I,801151,化学制药II,851512,化学制剂III,C27,医药制造业
300255.XSHE,HY006,医疗保健指数,HY492,西药指数,801150,医药生物I,801152,生物制品II,851531,生物制品III,C27,医药制造业
300256.XSHE,HY008,信息技术指数,HY519,电子元件指数,801080,电子I,801085,电子制造II,850852,电子零部件制造III,C39,计算机、通信和其他电子设备制造业
300257.XSHE,HY003,工业指数,HY427,工业机械指数,801890,机械设备I,801072,通用机械II,850716,其它通用机械III,C34,通用设备制造业
300258.XSHE,HY004,可选消费指数,HY442,机动车零配件与设备指数,801880,汽车I,801093,汽车零部件II,850921,汽车零部件III,C36,汽车制造业
300259.XSHE,HY003,工业指数,HY427,工业机械指数,801890,机械设备I,801073,仪器仪表II,850731,仪器仪表III,C40,仪器仪表制造业
300260.XSHE,HY003,工业指数,HY427,工业机械指数,801890,机械设备I,801072,通用机械II,850712,机械基础件III,C34,通用设备制造业
300261.XSHE,HY002,材料指数,HY407,化肥与农用化工指数,801030,化工I,801034,化学制品II,850333,农药III,C26,化学原料和化学制品制造业
300262.XSHE,HY003,工业指数,HY432,环境与设施服务指数,801160,公用事业I,801162,环保工程及服务II,851641,环保工程及服务III,N77,生态保护和环境治理业
300263.XSHE,HY003,工业指数,HY427,工业机械指数,801160,公用事业I,801162,环保工程及服务II,851641,环保工程及服务III,C34,通用设备制造业
300264.XSHE,HY008,信息技术指数,HY511,信息科技咨询与其它服务指数,801750,计算机I,801222,计算机应用II,852226,IT服务III,I65,软件和信息技术服务业
300265.XSHE,HY003,工业指数,HY423,电气部件与设备指数,801730,电气设备I,801734,高低压设备II,857344,线缆部件及其他III,C38,电气机械和器材制造业
300266.XSHE,HY003,工业指数,HY432,环境与设施服务指数,801160,公用事业I,801162,环保工程及服务II,851641,环保工程及服务III,N77,生态保护和环境治理业
300267.XSHE,HY006,医疗保健指数,HY492,西药指数,801150,医药生物I,801151,化学制药II,851511,化学原料药III,C27,医药制造业
300268.XSHE,HY005,日常消费指数,HY481,食品加工与肉类指数,801010,农林牧渔I,801012,农产品加工II,850154,其他农产品加工III,C13,农副食品加工业
300269.XSHE,HY004,可选消费指数,HY460,广告指数,801760,传媒I,801751,营销传播II,852243,营销服务III,L72,商务服务业
300270.XSHE,HY008,信息技术指数,HY596,电子设备和仪器指数,801750,计算机I,801101,计算机设备II,851021,计算机设备III,C39,计算机、通信和其他电子设备制造业
300271.XSHE,HY008,信息技术指数,HY511,信息科技咨询与其它服务指数,801750,计算机I,801222,计算机应用II,852226,IT服务III,I65,软件和信息技术服务业
300272.XSHE,HY004,可选消费指数,HY449,家用电器指数,801110,家用电器I,801111,白色家电II,851114,小家电III,C38,电气机械和器材制造业
300273.XSHE,HY006,医疗保健指数,HY485,医疗保健设备指数,801150,医药生物I,801153,医疗器械II,851551,医疗器械III,C35,专用设备制造业
300274.XSHE,HY003,工业指数,HY423,电气部件与设备指数,801730,电气设备I,801733,电源设备II,857333,光伏设备III,C38,电气机械和器材制造业
300275.XSHE,HY008,信息技术指数,HY596,电子设备和仪器指数,801890,机械设备I,801074,专用设备II,850725,冶金矿采化工设备III,I65,软件和信息技术服务业
300276.XSHE,HY003,工业指数,HY427,工业机械指数,801890,机械设备I,801074,专用设备II,850727,其它专用机械III,C35,专用设备制造业
300277.XSHE,HY008,信息技术指数,HY511,信息科技咨询与其它服务指数,801750,计算机I,801222,计算机应用II,852226,IT服务III,I65,软件和信息技术服务业
300278.XSHE,HY003,工业指数,HY427,工业机械指数,801890,机械设备I,801072,通用机械II,850716,其它通用机械III,C35,专用设备制造业
300279.XSHE,HY008,信息技术指数,HY519,电子元件指数,801080,电子I,801085,电子制造II,850852,电子零部件制造III,C38,电气机械和器材制造业
300280.XSHE,HY004,可选消费指数,HY460,广告指数,801760,传媒I,801751,营销传播II,852243,营销服务III,L72,商务服务业
300281.XSHE,HY003,工业指数,HY427,工业机械指数,801890,机械设备I,801074,专用设备II,850727,其它专用机械III,C35,专用设备制造业
300282.XSHE,HY004,可选消费指数,HY574,教育服务指数,801760,传媒I,801761,文化传媒II,852244,其他文化传媒III,C39,计算机、通信和其他电子设备制造业
300283.XSHE,HY003,工业指数,HY423,电气部件与设备指数,801730,电气设备I,801734,高低压设备II,857343,低压设备III,C38,电气机械和器材制造业
300284.XSHE,HY003,工业指数,HY591,调查和咨询服务指数,801720,建筑装饰I,801723,基础建设II,857232,路桥施工III,M74,专业技术服务业
300285.XSHE,HY002,材料指数,HY409,特种化工指数,801030,化工I,801033,化学原料II,850323,无机盐III,C26,化学原料和化学制品制造业
300286.XSHE,HY003,工业指数,HY423,电气部件与设备指数,801730,电气设备I,801732,电气自动化设备II,857323,计量仪表III,C40,仪器仪表制造业
300287.XSHE,HY008,信息技术指数,HY511,信息科技咨询与其它服务指数,801750,计算机I,801222,计算机应用II,852226,IT服务III,I65,软件和信息技术服务业
300288.XSHE,HY008,信息技术指数,HY510,互联网软件与服务指数,801750,计算机I,801222,计算机应用II,852226,IT服务III,I63,电信、广播电视和卫星传输服务
300289.XSHE,HY006,医疗保健指数,HY491,生物科技指数,801150,医药生物I,801153,医疗器械II,851551,医疗器械III,C27,医药制造业
300290.XSHE,HY008,信息技术指数,HY512,数据处理与外包服务指数,801750,计算机I,801222,计算机应用II,852226,IT服务III,I65,软件和信息技术服务业
300291.XSHE,HY004,可选消费指数,HY462,电影与娱乐指数,801760,传媒I,801761,文化传媒II,852242,影视动漫III,R86,广播、电视、电影和影视录音制作业
300292.XSHE,HY008,信息技术指数,HY510,互联网软件与服务指数,801760,传媒I,801752,互联网传媒II,852221,互联网信息服务III,I65,软件和信息技术服务业
300293.XSHE,HY003,工业指数,HY427,工业机械指数,801890,机械设备I,801074,专用设备II,850727,其它专用机械III,C35,专用设备制造业
300294.XSHE,HY006,医疗保健指数,HY491,生物科技指数,801150,医药生物I,801152,生物制品II,851531,生物制品III,C27,医药制造业
300295.XSHE,HY008,信息技术指数,HY510,互联网软件与服务指数,801760,传媒I,801752,互联网传媒II,852221,互联网信息服务III,I64,互联网和相关服务
300296.XSHE,HY008,信息技术指数,HY596,电子设备和仪器指数,801080,电子I,801084,光学光电子II,850832,LEDIII,C39,计算机、通信和其他电子设备制造业
300297.XSHE,HY008,信息技术指数,HY513,应用软件指数,801750,计算机I,801222,计算机应用II,852226,IT服务III,I65,软件和信息技术服务业
300298.XSHE,HY006,医疗保健指数,HY485,医疗保健设备指数,801150,医药生物I,801153,医疗器械II,851551,医疗器械III,C35,专用设备制造业
300299.XSHE,HY008,信息技术指数,HY515,家庭娱乐软件指数,801760,传媒I,801752,互联网传媒II,852221,互联网信息服务III,I65,软件和信息技术服务业
300300.XSHE,HY008,信息技术指数,HY511,信息科技咨询与其它服务指数,801750,计算机I,801222,计算机应用II,852226,IT服务III,I65,软件和信息技术服务业
300301.XSHE,HY008,信息技术指数,HY524,半导体产品指数,801080,电子I,801084,光学光电子II,850832,LEDIII,C39,计算机、通信和其他电子设备制造业
300302.XSHE,HY008,信息技术指数,HY512,数据处理与外包服务指数,801750,计算机I,801101,计算机设备II,851021,计算机设备III,I65,软件和信息技术服务业
300303.XSHE,HY008,信息技术指数,HY524,半导体产品指数,801080,电子I,801084,光学光电子II,850832,LEDIII,C39,计算机、通信和其他电子设备制造业
300304.XSHE,HY004,可选消费指数,HY442,机动车零配件与设备指数,801880,汽车I,801093,汽车零部件II,850921,汽车零部件III,C36,汽车制造业
300305.XSHE,HY002,材料指数,HY405,基础化工指数,801030,化工I,801036,塑料II,850351,其他塑料制品III,C29,橡胶和塑料制品业
300306.XSHE,HY008,信息技术指数,HY596,电子设备和仪器指数,801890,机械设备I,801073,仪器仪表II,850731,仪器仪表III,C40,仪器仪表制造业
300307.XSHE,HY003,工业指数,HY427,工业机械指数,801890,机械设备I,801074,专用设备II,850721,纺织服装设备III,C35,专用设备制造业
300308.XSHE,HY003,工业指数,HY423,电气部件与设备指数,801770,通信I,801102,通信设备II,851013,通信传输设备III,C39,计算机、通信和其他电子设备制造业
300309.XSHE,HY007,金融指数,,,801790,非银金融I,801191,多元金融II,851921,多元金融III,J67,资本市场服务
300310.XSHE,HY008,信息技术指数,HY516,通信设备指数,801770,通信I,801102,通信设备II,851014,通信配套服务III,I63,电信、广播电视和卫星传输服务
300311.XSHE,HY008,信息技术指数,HY513,应用软件指数,801750,计算机I,801222,计算机应用II,852225,软件开发III,I65,软件和信息技术服务业
300312.XSHE,HY008,信息技术指数,HY516,通信设备指数,801770,通信I,801102,通信设备II,851014,通信配套服务III,I65,软件和信息技术服务业
300313.XSHE,HY005,日常消费指数,HY481,食品加工与肉类指数,801010,农林牧渔I,801017,畜禽养殖II,850171,畜禽养殖III,A03,畜牧业
300314.XSHE,HY006,医疗保健指数,HY485,医疗保健设备指数,801150,医药生物I,801153,医疗器械II,851551,医疗器械III,C35,专用设备制造业
300315.XSHE,HY008,信息技术指数,HY515,家庭娱乐软件指数,801760,传媒I,801752,互联网传媒II,852222,移动互联网服务III,I64,互联网和相关服务
300316.XSHE,HY008,信息技术指数,HY523,半导体设备指数,801730,电气设备I,801733,电源设备II,857333,光伏设备III,C35,专用设备制造业
300317.XSHE,HY010,公用事业指数,HY601,新能源发电业者指数,801730,电气设备I,801733,电源设备II,857333,光伏设备III,C38,电气机械和器材制造业
300318.XSHE,HY006,医疗保健指数,HY491,生物科技指数,801150,医药生物I,801153,医疗器械II,851551,医疗器械III,C35,专用设备制造业
300319.XSHE,HY008,信息技术指数,HY519,电子元件指数,801080,电子I,801084,光学光电子II,850831,显示器件III,C39,计算机、通信和其他电子设备制造业
300320.XSHE,HY002,材料指数,HY405,基础化工指数,801030,化工I,801037,橡胶II,850362,其他橡胶制品III,C29,橡胶和塑料制品业
300321.XSHE,HY002,材料指数,HY405,基础化工指数,801030,化工I,801036,塑料II,850352,合成革III,C29,橡胶和塑料制品业
300322.XSHE,HY008,信息技术指数,HY516,通信设备指数,801080,电子I,801085,电子制造II,850852,电子零部件制造III,C39,计算机、通信和其他电子设备制造业
300323.XSHE,HY008,信息技术指数,HY524,半导体产品指数,801080,电子I,801084,光学光电子II,850832,LEDIII,C39,计算机、通信和其他电子设备制造业
300324.XSHE,HY008,信息技术指数,HY511,信息科技咨询与其它服务指数,801750,计算机I,801222,计算机应用II,852226,IT服务III,I65,软件和信息技术服务业
300325.XSHE,HY002,材料指数,HY405,基础化工指数,801030,化工I,801036,塑料II,850351,其他塑料制品III,C29,橡胶和塑料制品业
300326.XSHE,HY006,医疗保健指数,HY485,医疗保健设备指数,801150,医药生物I,801153,医疗器械II,851551,医疗器械III,C35,专用设备制造业
300327.XSHE,HY008,信息技术指数,HY524,半导体产品指数,801080,电子I,801081,半导体II,850811,集成电路III,C39,计算机、通信和其他电子设备制造业
300328.XSHE,HY002,材料指数,HY413,铝指数,801050,有色金属I,801055,工业金属II,850551,铝III,C33,金属制品业
300329.XSHE,HY004,可选消费指数,HY451,休闲用品指数,801140,轻工制造I,801142,家用轻工II,851435,文娱用品III,C24,文教、工美、体育和娱乐用品制造业
300330.XSHE,HY008,信息技术指数,HY517,电脑硬件指数,801750,计算机I,801222,计算机应用II,852226,IT服务III,I65,软件和信息技术服务业
300331.XSHE,HY008,信息技术指数,HY519,电子元件指数,801080,电子I,801084,光学光电子II,850831,显示器件III,C39,计算机、通信和其他电子设备制造业
300332.XSHE,HY010,公用事业指数,HY529,燃气指数,801160,公用事业I,801162,环保工程及服务II,851641,环保工程及服务III,D45,燃气生产和供应业
